,(m) canPres_1.5,(m) canPres_2.5,(m) canPres_3.5,(m) canPres_4.5,(m) canPres_5.5,(m) canPres_6.5,(m) canPres_7.5,(m) canPres_8.5,(m) canPres_9.5,(m) canPres_10.5,(m) canPres_11.5,(m) canPres_12.5,(m) canPres_13.5,(m) canPres_14.5
2002-06-10 00:50:00,98080.46096837816,98068.84868955168,98057.23440256222,98045.6180174678,98033.99948264995,98022.37878137916,98010.7559366575,97999.13101691563,97987.50411764733,97975.87534015246,97964.24477897954,97952.61251752454,97940.9786295241,97929.34306958564
2002-06-10 00:55:00,98080.55479404515,98068.93912935893,98057.32159670487,98045.7020928221,98034.08055409345,98022.45695355581,98010.83130557349,97999.20367079934,97987.57413748087,97975.9428001741,97964.30974722134,97952.67505634185,97941.03879598802,97929.40091784301
2002-06-10 01:00:00,98080.63196439626,98069.0146904437,98057.39548906368,98045.77426870246,98034.1509758658,98022.52559199577,98010.89813820909,97999.26868051825,97987.63731144524,97976.00412899278,97964.36922429767,97952.7326773308,97941.09455831979,97929.45482020458
2002-06-10 01:05:00,98080.6878703035,98069.06793332373,98057.44619358539,98045.82255080073,98034.19694330853,98022.56934513514,98010.93977063696,97999.3082794539,97987.67495814753,97976.03989927183,97964.40318905668,97952.7649030563,97941.12510744165,97929.48375377785
2002-06-10 01:10:00,98080.71731183997,98069.09664488256,98057.47412820144,98045.8496729094,98034.22322722497,98022.59477349832,98010.9643328264,97999.33196999422,97987.69777537008,97976.06184431886,97964.42426515758,97952.7851149752,97941.14446099449,97929.50225562174
2002-06-10 01:15:00,98080.7553641414,98069.13286152056,98057.5086131184,98045.88252098291,98034.25452475245,98022.62459882352,98010.99275694987,97999.35905712399,97987.7235835973,97976.08642636568,97964.44766908023,97952.80738475121,97941.1656369559,97929.52237627504
2002-06-10 01:20:00,98080.78259548402,98069.15949713635,98057.53461005772,98045.9078446412,98034.27914784879,98022.64850041686,98011.01592144086,97999.3814731652,97987.74524310407,97976.1073237409,97964.46780064465,97952.82674832622,97941.18423152114,97929.54020165671
2002-06-10 01:25:00,98080.82056383118,98069.19570283433,98057.56914730588,98045.94079918189,98034.31059746357,98022.67851550263,98011.04456558307,97999.40880373755,97987.77131199917,97976.13217814572,97964.4914837513,97952.84929992353,97941.20568845558,97929.56059962575
2002-06-10 01:30:00,98080.84760806401,98069.22212816084,98057.59491643946,98045.96588258413,98034.33497236297,98022.70216493809,98011.06747744187,97999.43096973361,97987.79272676348,97976.15283852376,97964.51138829456,97952.86844852335,97941.22408205312,97929.57824004698
2002-06-10 01:35:00,98080.88263879277,98069.2555862467,98057.62688442752,98045.99643568235,98034.36417884559,98022.73008660637,98011.09417007568,97999.45648357696,97987.81710715745,97976.17612660244,97964.53362163155,97952.8896616724,97941.24430697142,97929.59750767492
2002-06-10 01:40:00,98080.90789533436,98069.28028628645,98057.65099378189,98046.01992709258,98034.38703116374,98022.75228401362,98011.11570124363,97999.47734067656,97987.83728496115,97976.1956218094,97964.55243240282,97952.90778731537,97941.26174769268,97929.61426441821
2002-06-10 01:45:00,98080.94033641287,98069.31131990826,98057.68069329848,98046.04835912141,98034.41425591038,98022.7783556513,98011.14066833793,97999.50124672422,97987.86016905849,97976.21751933497,97964.57337561913,97952.92780585546,97941.28086894346,97929.63251489459
2002-06-10 01:50:00,98080.96445565112,98069.33491494201,98057.70373383137,98046.0708209346,98034.43612011491,98022.7996079795,98011.16129841155,97999.52124722092,97987.87953495674,97976.23624733841,97964.59146375224,97952.94525318488,97941.29767536161,97929.64868097195
2002-06-10 01:55:00,98080.99522148698,98069.36438317291,98057.73197028144,98046.09788538817,98034.4620666279,98022.82448523674,98011.18515010286,97999.54411249126,97987.90144897971,97976.25724192147,97964.61156788288,97952.96449348016,97941.31607642431,97929.66626663945
2002-06-10 02:00:00,98081.01868275144,98069.3873300137,98057.75437595345,98046.1197286083,98034.48333090785,98022.84515825103,98011.20522302511,97999.56357922236,97987.92030545161,97976.27548557473,97964.62919730807,97952.9815081765,97941.33247661463,97929.68205316144
2002-06-10 02:05:00,98081.06077997175,98069.42805729217,98057.79379112062,98046.15788335641,98034.52027111551,98022.8809243604,98011.23985048398,97999.59709905746,97987.9527449278,97976.3068688244,97964.65954586107,97953.01084137899,97941.36081196099,97929.70940722116
2002-06-10 02:10:00,98081.09900553578,98069.46556189882,98057.83054709909,98046.19386752018,98034.55546415602,98022.91531027254,98011.27341606343,97999.62983346017,97987.98463925625,97976.33791575694,97964.68973934352,97953.04017638043,97941.38928428756,97929.73701322693
2002-06-10 02:15:00,98081.1450225561,98069.50999513704,98057.87345820593,98046.23531305598,98034.59549608087,98022.95397654406,98011.31076116585,97999.66589872532,97988.01946309838,97976.37153389833,97964.72218503841,97953.07148061632,97941.41947592323,97929.76612016647
2002-06-10 02:20:00,98081.18491538923,98069.54894108248,98057.9114428791,98046.27232724828,98034.63153510341,98022.98903954739,98011.3448504415,97999.69901899315,97988.05162086901,97976.40273696731,97964.75244210135,97953.100800965,97941.44786917267,97929.79359637297
2002-06-10 02:25:00,98081.23032165988,98069.59277182,98057.95375626802,98046.31317784695,98034.67097413345,98023.02711522605,98011.38160821858,97999.73450162048,97988.08586848213,97976.43578723572,97964.78433041269,97953.13156059163,97941.4775313656,97929.8221915803
2002-06-10 02:30:00,98081.27072232333,98069.63215566728,98057.99211422981,98046.35050574086,98034.70727214351,98023.06238735364,98011.41586163474,97999.76774587086,97988.1181147511,97976.46704778387,97964.81461817696,97953.16088888787,97941.50591361518,97929.84964156758
2002-06-10 02:35:00,98081.3158756394,98069.67576234067,98058.03422809766,98046.39117769053,98034.74655028534,98023.10031721118,98011.4524862727,97999.80310594536,97988.15224860286,97976.49999159203,97964.8464061304,97953.19155332792,97941.53548510942,97929.87815009725
2002-06-10 02:40:00,98081.35672944217,98069.7155521688,98058.07294900733,98046.42882922669,98034.78313603214,98023.1358443134,98011.48696483234,97999.83654823013,97988.18466831149,97976.53140330676,97964.87682494208,97953.22099456709,97941.56396409654,97929.90568249764
2002-06-10 02:45:00,98081.40162022934,98069.75892597935,98058.11485543838,98046.46931555071,98034.82224732768,98023.17362359472,98011.52345308896,97999.8717843642,97988.21868914377,97976.56424368163,97964.90851787696,97953.25157138781,97941.59345450658,97929.93411573891
2002-06-10 02:50:00,98081.44254740646,98069.79877210369,98058.15361856505,98046.5069977798,98034.85885435806,98023.2091642533,98011.55793876947,97999.90522833407,97988.25110590718,97976.59564850044,97964.93892643636,97953.28099955023,97941.62191808231,97929.96163088173
2002-06-10 02:55:00,98081.48701393661,98069.84176049526,98058.19517448495,98046.547165013,98034.89767489852,98023.2466783875,98011.59418506343,97999.94024351529,97988.28492482753,97976.6283042133,97964.97045032986,97953.31142147323,97941.65126640923,97929.98993362655
2002-06-10 03:00:00,98081.52806159727,98069.88170748069,98058.23402139358,98046.58491614985,98034.93433789488,98023.2822637925,98011.62870581487,97999.9737142358,97988.31736118319,97976.6597224514,97965.00086697581,97953.34085312036,97941.6797295208,97930.01744498838
2002-06-10 03:05:00,98081.5852967557,98069.9373209129,98058.28805415623,98046.63740709178,98034.98532376927,98023.33177936969,98011.676783937,98000.02038581592,97988.36265526313,97976.70366632793,97965.04348634888,97953.38217221845,97941.71977116622,97930.0562314734
2002-06-10 03:10:00,98081.64583286337,98069.99633312521,98058.3455463481,98046.69338601195,98035.03979890008,98023.38476274675,98011.72828974742,98000.07042966661,97988.41125350288,97976.75083560275,97965.0892433615,97953.42653360445,97941.76275337601,97930.09785131138
2002-06-10 03:15:00,98081.7088906214,98070.05765116373,98058.40515681359,98046.751319979,98035.09608634093,98023.43943242524,98011.78136904545,98000.12194444337,97988.46122812541,97976.79929310968,97965.13620566986,97953.47202169728,97941.80678744566,97930.14045169954
2002-06-10 03:20:00,98081.76861859555,98070.11595931572,98058.46204399136,98046.80678778014,98035.15013887295,98023.49207605988,98011.83261204572,98000.17179637583,97988.50969931374,97976.84639425458,97965.18194761964,97953.51641531107,97941.84984347553,97930.18218111193
2002-06-10 03:25:00,98081.82934573921,98070.17510058469,98058.51962567195,98046.86283500955,98035.20467566804,98023.54512532114,98011.88419548691,98000.22193440277,97988.558411013,97976.8936974954,97965.2278592017,97953.56095110436,97941.89301851664,97930.22401025353
2002-06-10 03:30:00,98081.8878191503,98070.2322321597,98058.57541364619,98046.91727973401,98035.25777942488,98023.59689215064,98011.93463091976,98000.27104501368,97988.60620399429,97976.94018035526,97965.27303957945,97953.60483665895,97941.93561682758,97930.26532901911
2002-06-10 03:35:00,98081.94834584938,98070.29119768334,98058.63284277091,98046.97319602693,98035.31220531587,98023.64984899566,98011.98613898434,98000.32112337061,97988.65487050133,97976.98745173553,97965.31893155133,97953.649364066,97941.97879372948,97930.30716929918
2002-06-10 03:40:00,98082.0072839095,98070.34877068456,98058.68905052521,98047.02804028562,98035.36568962016,98023.70197852602,98012.03692029692,98000.3705639425,97988.7029783096,97977.03423497545,97965.36439847849,97953.69352291152,97942.02165262378,97930.34873651642
2002-06-10 03:45:00,98082.0679899683,98070.40792185711,98058.74667026836,98047.08415100763,98035.42031269887,98023.75513432363,98012.08862812974,98000.4208420147,97988.7518437207,97977.0817038056,97965.41048590557,97953.73824332118,97942.06501968595,97930.3907637693
2002-06-10 03:50:00,98082.12720001655,98070.46575676184,98058.80313080034,98047.13923974181,98035.47403387878,98023.80749371862,98012.13963277524,98000.47049976494,97988.80016284334,97977.12869271995,97965.45615304328,97953.78259705666,97942.10806827221,97930.43251559847
2002-06-10 03:55:00,98082.18794782471,98070.52496180347,98058.86081495519,98047.19542401032,98035.52873839563,98023.86073776413,98012.19143473571,98000.5208770418,97988.84913183213,97977.17626887122,97965.50235096218,97953.82743060189,97942.15155062404,97930.47465981774
2002-06-10 04:00:00,98082.2473277232,98070.5829616049,98058.9174362455,98047.2506700305,98035.58261391781,98023.91324895843,98012.24258892226,98000.57068226335,97988.89759647218,97977.2234014129,97965.5481598648,97953.87192424276,97942.19473724384,97930.51654778884
2002-06-10 04:05:00,98082.30726067479,98070.64136973736,98058.97434008587,98047.3060894791,98035.63656829497,98023.96575704422,98012.29366889526,98000.62035150974,97988.94587146693,97977.27029772279,97965.5936922252,97953.91610665456,97942.23758304078,97930.5580702051
2002-06-10 04:10:00,98082.36310455597,98070.69597202633,98059.0276998236,98047.35820731857,98035.68744621649,98024.01539807001,98012.34207684622,98000.66753083104,97988.99182707914,97977.31503488509,97965.63721641076,97953.95842343589,97942.27869798492,97930.59798898296
2002-06-10 04:15:00,98082.42200316674,98070.75327070178,98059.08342860943,98047.41239544119,98035.74012220938,98024.0665899704,98012.39181227103,98000.71583678017,97989.03872969335,97977.3605592931,97965.6813866695,97954.00126251634,97942.32022772724,97930.63823083854
2002-06-10 04:20:00,98082.48805942906,98070.81774079209,98059.14632250514,98047.47372482394,98035.79990024935,98024.12483104643,98012.44853160954,98000.77105004963,97989.09245269748,97977.41280779589,97965.73217630763,97954.05060874358,97942.36814574119,97930.68473608365
2002-06-10 04:25:00,98082.55068119384,98070.87876772379,98059.20577067016,98047.53161138452,98035.85624315425,98024.17964871692,98012.50184273992,98000.8228736045,97989.14280790293,97977.46171406363,97965.77965311514,97954.09667549336,97942.41282162763,97930.72804073211
2002-06-10 04:30:00,98082.61203796019,98070.93860508317,98059.26410006991,98047.58844598538,98035.91159745479,98024.23353811043,98012.55428313806,98000.87388126827,97989.19239936813,97977.50990608116,97965.82646257889,97954.14211934742,97942.45691676781,97930.77080459039
2002-06-10 04:35:00,98082.67411529044,98070.999088783,98059.32300929325,98047.6458008593,98035.96741878592,98024.28784709153,98012.60710109555,98000.9252294961,97989.24229901387,97977.55837806266,97965.87352751658,97954.18779749601,97942.50122794023,97930.81376886142
2002-06-10 04:40:00,98082.73570480885,98071.05918006944,98059.38161089552,98047.70292332624,98036.02307430249,98024.34204905233,98012.65986371417,98000.97656755801,97989.292227719,97977.60691290998,97965.92068420397,97954.23359181934,97942.54567569257,97930.85688637801
2002-06-10 04:45:00,98082.79866733955,98071.1205309506,98059.44136916734,98047.76110891496,98036.07970781118,98024.39715153597,98012.71345643442,98001.02867174246,97989.34286438668,97977.6561027733,97965.96844762104,97954.27994876256,97942.59064570803,97930.90048932491
2002-06-10 04:50:00,98082.86145146903,98071.1817583185,98059.50105191038,98047.81926089716,98036.13634435296,98024.45228909106,98012.76711222006,98001.08086337007,97989.39360959509,97977.70541927773,97966.01635303556,97954.32646055102,97942.63578113,97930.94426608294
2002-06-10 04:55:00,98082.9249340658,98071.24362811074,98059.56132734565,98047.8779613641,98036.193489967,98024.50790045984,98012.82121017238,98001.13346867221,97989.44474275054,97977.75510042765,97966.06460192306,97954.37329650759,97942.681223052,97930.98833316479
2002-06-10 05:00:00,98082.98816135377,98071.30529680091,98059.62144923236,98047.93654992858,98036.25056017436,98024.56346850215,98012.87529311283,98001.1860840015,97989.49590804585,97977.80483316495,97966.11291939626,97954.42021579485,97942.72676097677,97931.03250693982
2002-06-10 05:05:00,98083.03590003117,98071.35165921933,98059.6664543504,98047.98021838223,98036.29291399269,98024.60453078782,98012.91508764446,98001.22463477607,97989.53323894799,97977.84096780277,97966.14788104733,97954.45402739821,97942.75944512036,97931.06408678778
2002-06-10 05:10:00,98083.07460104447,98071.38944322533,98059.70331855825,98048.01616298688,98036.32794154048,98024.6386454993,98012.94829495622,98001.25694129379,97989.5646524521,97977.87149715504,97966.17753601252,97954.48281842559,97942.78738315473,97931.0911835686
2002-06-10 05:15:00,98083.11062931608,98071.42471769931,98059.73783874836,98048.04992937355,98036.36095512737,98024.67090733114,98012.97980591477,98001.2877024065,97989.59466523708,97977.90076377818,97966.20605927316,97954.51060164339,97942.81443006605,97931.11749839695
2002-06-10 05:20:00,98083.1449190487,98071.4583901484,98059.77088388297,98048.08233869958,98036.39272134485,98024.702023996,98013.01026732597,98001.31750383868,97989.62380310777,97977.9292356207,97966.2338635778,97954.5377376467,97942.840897573,97931.14329762058
2002-06-10 05:25:00,98083.17918900763,98071.49204899499,98059.80392608995,98048.11475929111,98036.42451560822,98024.7331871631,98013.04079451934,98001.34739048227,97989.65304530921,97977.95783032624,97966.26180854323,97954.56503131296,97942.86753895805,97931.1692861979
2002-06-10 05:30:00,98083.21997258494,98071.53218256448,98059.843398272,98048.15355951195,98036.46263384927,98024.77061371511,98013.07751998845,98001.38340618066,97989.68834355332,97977.99240449135,97966.29565294906,97954.59814103683,97942.89990967783,97931.20091387532
2002-06-10 05:35:00,98082.78519427989,98071.12482301594,98059.46254834332,98047.79832353797,98036.13211943983,98024.46392072245,98012.7937394852,98001.12163579946,97989.44769982505,97977.77202493229,97966.09469014067,97954.41575274574,97942.73524947723,97931.05308373446
2002-06-10 05:40:00,98082.78075191187,98071.11342246569,98059.44485940904,98047.77492595967,98036.10354367111,98024.43070121625,98012.75645483336,98001.080909825,97989.40418465597,97977.72638599106,97966.04759925345,97954.36788729564,97942.68728929167,97931.00572949726
2002-06-10 05:45:00,98082.70739764017,98071.05225647807,98059.39463260878,98047.73446389768,98036.07174441345,98024.4065090561,98012.73883747468,98001.06886871399,97989.3967754326,97977.72273345214,97966.04690453669,97954.36943001112,97942.69043213877,97931.00990890466
2002-06-10 05:50:00,98082.92217319443,98071.2506725538,98059.57803068642,98047.9040616368,98036.2286410949,98024.55172186781,98012.8733378528,98001.19358391323,97989.51257398415,97977.83041286631,97966.14718663541,97954.46296266666,97942.7777910671,97931.09161733674
2002-06-10 05:55:00,98082.83214983855,98071.17573691814,98059.51651410572,98047.85445402874,98036.18959186779,98024.5220038405,98012.8518095553,98001.17918861072,97989.5043532825,97977.82751566239,97966.1488688664,97954.46857974211,97942.78678967342,97931.1035101234
2002-06-10 06:00:00,98082.98100814725,98071.31059315885,98059.63891329011,98047.96577002935,98036.29102807562,98024.61463416343,98012.9366234644,98001.25709995303,97989.57619153103,97977.89401908296,97966.2106853902,97954.52627425485,97942.84085131377,97931.15437380636
2002-06-10 06:05:00,98082.89541335219,98071.23985467918,98059.58129545109,98047.91971358721,98036.25515611727,98024.58771665163,98012.91753607325,98001.2448165828,97989.56979106288,97977.89268853136,97966.21371529698,97954.53304826326,97942.85083626538,97931.1670941356
2002-06-10 06:10:00,98083.07477058684,98071.40440539068,98059.73265161157,98048.05929698818,98036.38419793508,98024.70729887571,98013.02863842178,98001.3483290486,97989.66650968709,97977.98331280556,97966.29885241626,97954.61322286588,97942.92649971369,97931.23864677071
2002-06-10 06:15:00,98083.02878646686,98071.3708625757,98059.70991437,98048.04591287658,98036.37890426647,98024.70898690105,98013.03630973243,98001.3610825284,97989.68354335063,97978.00392412156,97966.3224326274,97954.63924659674,97942.95451524807,97931.26825332448
2002-06-10 06:20:00,98083.19888189662,98071.52753677589,98059.85464794248,98048.18000556612,98036.50347478967,98024.82501150377,98013.14466594724,98001.46256245814,97989.77885176112,97978.09367753312,97966.40716403007,97954.71941465663,97943.0305129418,97931.34042763423
2002-06-10 06:25:00,98083.1640564401,98071.5037444374,98059.84039516535,98048.1739737451,98036.50452498255,98024.83215043867,98013.1570050687,98001.47930396354,97989.79928822399,97978.11719074036,97966.43321900608,97954.74754989767,97943.0603313616,97931.37157598075
2002-06-10 06:30:00,98083.32329245031,98071.6508561353,98059.97672980482,98048.30070747367,98036.62266366645,98024.94256561076,98013.26047452156,98001.57652556106,97989.89087999279,97978.20369135735,97966.51509280215,97954.82519549454,97943.13408970632,97931.4417479642
2002-06-10 06:35:00,98083.30361701845,98071.64062125013,98059.9746022244,98048.30551586577,98036.63340153666,98024.95835976851,98013.28054759558,98001.60018216881,97989.91750510114,97978.23274836453,97966.5461177751,97954.8577883648,97943.16790619255,97931.47648151971
2002-06-10 06:40:00,98083.45379929396,98071.77990543946,98060.10418877129,98048.42644918882,98036.74657173161,98025.0645350965,98013.38041082185,98001.69434371479,97990.00650420148,97978.31705431789,97966.6261348284,97954.9338635156,97943.24033636843,97931.54552910419
2002-06-10 06:45:00,98083.44644193814,98071.7806062398,98060.11176659777,98048.4398700078,98036.7649500977,98025.08710565085,98013.40649483136,98001.72333597392,97990.03787059737,97978.3503294383,97966.66091652984,97954.96980507532,97943.27713933708,97931.58292749559
2002-06-10 06:50:00,98083.58746530316,98071.91187615976,98060.23434649028,98048.55468258215,98036.8727794956,98025.18862628625,98013.50230352095,98001.81396432934,97990.12378703659,97978.43194101333,97966.7385736017,97955.0438082904,97943.3477459918,97931.65036513674
2002-06-10 06:55:00,98083.59047289092,98071.92173970141,98060.25002422802,98048.57526463497,98036.89748824782,98025.21679103482,98013.53333108815,98001.84732711721,97990.15902023937,97978.46863999672,97966.77638884692,97955.08243841269,97943.38693142886,97931.68987428282
2002-06-10 07:00:00,98083.72340720546,98072.04592913427,98060.36640778638,98048.68465555644,98037.00057636491,98025.31416807535,98013.62551878604,98001.93478863603,97990.24216271554,97978.54781674288,97966.85190377683,97955.15455226829,97943.45586741364,97931.75582997676
2002-06-10 07:05:00,98083.70127094738,98072.03001843009,98060.35580971008,98048.6785769682,98036.99834311125,98025.31520220515,98013.6293124552,98001.94089287962,97990.25018416959,97978.55741474662,97966.8627856166,97955.16646693846,97943.46860003515,97931.7691901374
2002-06-10 07:10:00,98083.77675063911,98072.09878592155,98060.41866853242,98048.73622222849,98037.05136342143,98025.3641010123,98013.67453212047,98001.9828253879,97990.28917420474,97978.59376201786,97966.8967487043,97955.19826847152,97943.49843138375,97931.79722159922
2002-06-10 07:15:00,98083.73781935271,98072.06635432785,98060.3918987738,98048.71438230171,98037.0338254763,98025.35032100629,98013.66402768604,98001.97516763482,97990.28398583324,97978.59071488114,97966.89555926429,97955.19869181301,97943.50025590428,97931.80025745324
2002-06-10 07:20:00,98083.79511140985,98072.11833373373,98060.43926849923,98048.75774478652,98037.07368566956,98025.38710618229,98013.69810951658,98002.00687256192,97990.3135985247,97978.61848072245,97966.92168795444,97955.22336198683,97943.52361925793,97931.8224469424
2002-06-10 07:25:00,98083.75424281799,98072.0837445653,98060.41019579551,98048.73351934398,98037.05373018267,98025.37091766448,98013.68524054416,98001.99692467501,97990.30622067256,97978.61336688888,97966.91857283884,97955.22201544572,97943.5238413956,97931.82405713797
2002-06-10 07:30:00,98083.800293329,98072.12548073172,98060.44823303612,98048.7683813929,98037.08585278878,98025.40066669445,98013.71293190651,98002.02283400972,97990.33058686368,97978.63639456125,97966.94043569014,97955.24286039143,97943.5437922346,97931.84322139954
2002-06-10 07:35:00,98083.75960084767,98072.09078662177,98060.41883901352,98048.74367294753,98037.06529721811,98025.38379776952,98013.69933387046,98002.01213635497,97990.32246311478,97978.63055997751,97966.93664312645,97955.24089507027,97943.54346715224,97931.84436697669
2002-06-10 07:40:00,98083.79743086889,98072.12510543584,98060.45018629573,98048.77250478012,98037.09199020844,98025.40866553187,98013.72264500862,98002.03412353534,97990.34332661387,97978.65047016196,97966.95574353011,97955.25930609975,97943.56128933428,97931.86168665008
2002-06-10 07:45:00,98083.75862686908,98072.09197862627,98060.42209597662,98048.74888544535,98037.07234962433,98025.39257143858,98013.70971144011,98002.02400654953,97990.33572318952,97978.64511590959,97966.95240872516,97955.25779078747,97943.56141904564,97931.8633026781
2002-06-10 07:50:00,98083.79021320876,98072.12072385938,98060.44847301643,98048.77329106898,98037.09510878837,98025.41395218969,98013.72994112868,98002.0432803963,97990.35420790006,97978.66295214226,97966.9697139234,97955.27466247053,97943.57793767037,97931.87953631773
2002-06-10 07:55:00,98083.75369319633,98072.08957107375,98060.42209750025,98048.75117060347,98037.07678713683,98025.39902766458,98013.71805490706,98002.0341129042,97990.34747766948,97978.65841347905,97966.96715309899,97955.27389314937,97943.57879691872,97931.88187546513
2002-06-10 08:00:00,98083.78030382497,98072.11391119505,98060.44458045917,98048.77214040952,98037.09652291569,98025.41775716771,98013.73596915422,98002.05137427489,97990.36422354054,97978.67475865156,97966.98319239276,97955.28970431392,97943.59444314516,97931.89740918223
2002-06-10 08:05:00,98083.75029833363,98072.0889400053,98060.42409892374,98048.75566445613,98037.08362735427,98025.40806584616,98013.72914513119,98002.04711709528,97990.36226832686,97978.67487386809,97966.98517621169,97955.29338031309,97943.59965656424,97931.90401821012
2002-06-10 08:10:00,98083.72823473628,98072.06751899427,98060.40359466587,98048.73629353096,98037.06555156616,98025.39140259192,98013.71398045735,98002.03351576539,97990.35027917984,97978.66453229472,97966.97650558845,97955.28639321667,97943.5943558049,97931.90039686338
2002-06-10 08:15:00,98083.65267824872,98071.99782364487,98060.33931747879,98048.67703310442,98037.01094907291,98025.34113914272,98013.66777428772,98001.9911219266,97990.31148788353,97978.62916537817,97966.94441216403,97955.25744524247,97943.56844412972,97931.87742349923
2002-06-10 08:20:00,98083.6238549253,98071.9695030708,98060.31174011709,98048.65038540597,98036.9853678185,98025.31672198176,98013.6445921844,98001.96922904672,97990.29092736299,97978.60997254099,97966.9266167365,97955.24107320228,97943.55351929847,97931.86396991156
2002-06-10 08:25:00,98083.5692312879,98071.91922390001,98060.26542789045,98048.6077014323,98036.94601461726,98025.28044141212,98013.6111621674,98001.93846145061,97990.26266480522,97978.58408423502,97966.90299428045,97955.21962676593,97943.53417454254,97931.84666304926
2002-06-10 08:30:00,98083.55175361683,98071.90179888625,98060.24825776985,98048.59094935651,98036.92980797405,98025.2648788309,98013.59632169644,98001.92440739892,97990.24945208327,97978.57176096355,97966.89160355384,97955.20920797151,97943.52476436483,97931.83829768219
2002-06-10 08:35:00,98083.50105718806,98071.85505324563,98060.20512005308,98048.55111375319,98036.893007411,98025.23088282046,98013.56493295217,98001.89545956056,97990.22280663997,97978.54730343528,97966.86923965151,97955.18886009984,97943.50636875261,97931.82179989178
2002-06-10 08:40:00,98083.48049759612,98071.83469330055,98060.18513446281,98048.53164483975,98036.87416768326,98025.21276054888,98013.54759872313,98001.87897179293,97990.20721514305,97978.53265157642,97966.85556582408,97955.17619882253,97943.49475151712,97931.81125702268
2002-06-10 08:45:00,98083.42948336451,98071.78741286427,98060.14127484757,98048.49092639131,98036.83634563965,98025.17762331857,98013.51496499477,98001.84868842023,97990.17915422752,97978.50670691107,97966.83164936348,97955.15423749505,97943.47468461425,97931.79303199006
2002-06-10 08:50:00,98083.40719116727,98071.76539608526,98060.1196875291,98048.46989486215,98036.81597055253,98025.15798420762,98013.49612571008,98001.83070178518,97990.16206510943,97978.49055412393,97966.81646696251,97955.14005574661,97943.46153075247,97931.7809318264
2002-06-10 08:55:00,98083.35640918561,98071.71814892297,98060.07568413317,98048.42887519764,98036.77770725964,98025.12228113925,98013.46281519884,98001.79964240373,97990.13313872705,97978.46366249265,97966.79152841061,97955.11700222912,97943.44030543501,97931.7614851396
2002-06-10 09:00:00,98083.33192851709,98071.69403596125,98060.05207382473,98048.40587871532,98036.75541366162,98025.10076116536,98013.44212582392,98001.77983076204,97990.11424474092,97978.44572053122,97966.77456842927,97955.10105062528,97943.4253857171,97931.74761931328
