# Database Output
# UBC University of British Columbia
# JUNE 22 2015 14:35
#
# Time indicated in PST (GMT-8)
# Times indicate end of averaging period
#
# BSPA Basel - Spalenring         610360/267140 278m
#
# 00 BSPAAHA1 Basel - Spalenring : Absolute Humidity  3.00m [g/m3]
# 01 BSPAAHA2 Basel - Spalenring : Absolute Humidity  15.80m [g/m3]
# 02 BSPAAHA3 Basel - Spalenring : Absolute Humidity  3.00m [g/m3]
# 03 BSPAAHA4 Basel - Spalenring : Absolute Humidity  15.80m [g/m3]
# 04 BSPAAHA5 Basel - Spalenring : Absolute Humidity  22.90m [g/m3]
# 05 BSPAAHA7 Basel - Spalenring : Absolute Humidity  32.90m [g/m3]
#
                ,      BSPAAHA1,      BSPAAHA2,      BSPAAHA3,      BSPAAHA4,      BSPAAHA5,      BSPAAHA7
25.06.2002 15:00,         9.755,         9.244,        10.352,        10.062,         9.622,        11.244
25.06.2002 15:10,         9.685,         9.129,        10.148,         9.980,         9.533,        11.211
25.06.2002 15:20,         9.649,         9.115,        10.075,        10.070,         9.556,        11.200
25.06.2002 15:30,         9.682,         9.171,        10.199,        10.088,         9.641,        11.388
25.06.2002 15:40,         9.724,         9.207,        10.111,        10.094,         9.618,        11.318
25.06.2002 15:50,         9.655,         9.103,        10.014,         9.995,         9.515,        11.175
25.06.2002 16:00,         9.515,         8.968,         9.962,         9.905,         9.447,        11.129
25.06.2002 16:10,         9.548,         9.037,         9.878,         9.834,         9.409,        10.990
25.06.2002 16:20,         9.497,         9.048,         9.720,         9.764,         9.346,        10.901
25.06.2002 16:30,         9.407,         8.906,         9.624,         9.657,         9.236,        10.828
25.06.2002 16:40,         9.216,         8.719,         9.729,         9.653,         9.155,        11.015
25.06.2002 16:50,         9.144,         8.684,         9.425,         9.501,         9.051,        10.760
25.06.2002 17:00,         9.045,         8.566,         9.305,         9.395,         8.957,        10.708
25.06.2002 17:10,         9.032,         8.561,         9.363,         9.397,         8.958,        10.626
25.06.2002 17:20,         9.083,         8.633,         9.271,         9.328,         8.908,        10.554
25.06.2002 17:30,         8.992,         8.508,         9.315,         9.343,         8.910,        10.771
25.06.2002 17:40,         8.954,         8.496,         9.265,         9.342,         8.892,        10.672
25.06.2002 17:50,         9.089,         8.631,         9.307,         9.385,         8.995,        10.665
25.06.2002 18:00,         8.970,         8.492,         9.121,         9.173,         8.790,        10.385
25.06.2002 18:10,         8.977,         8.521,         9.286,         9.339,         8.936,        10.714
25.06.2002 18:20,         8.959,         8.487,         9.187,         9.230,         8.823,        10.526
25.06.2002 18:30,         8.890,         8.412,         9.139,         9.176,         8.777,        10.572
25.06.2002 18:40,         8.875,         8.415,         9.158,         9.202,         8.813,        10.630
25.06.2002 18:50,         8.903,         8.428,         9.134,         9.207,         8.805,        10.581
25.06.2002 19:00,         8.865,         8.407,         9.157,         9.214,         8.809,        10.657
25.06.2002 19:10,         8.920,         8.447,         9.263,         9.256,         8.861,        10.626
25.06.2002 19:20,         8.962,         8.483,         9.215,         9.248,         8.890,        10.636
25.06.2002 19:30,         8.971,         8.535,         9.248,         9.288,         8.903,        10.666
25.06.2002 19:40,         8.973,         8.489,         9.184,         9.266,         8.909,        10.605
25.06.2002 19:50,         8.969,         8.526,         9.204,         9.279,         8.896,        10.624
25.06.2002 20:00,         9.078,         8.605,         9.273,         9.358,         8.985,        10.700
25.06.2002 20:10,         9.031,         8.570,         9.343,         9.331,         8.982,        10.622
25.06.2002 20:20,         9.053,         8.616,         9.276,         9.367,         9.005,        10.643
25.06.2002 20:30,         9.126,         8.682,         9.363,         9.420,         9.075,        10.731
25.06.2002 20:40,         9.159,         8.720,         9.356,         9.470,         9.124,        10.780
25.06.2002 20:50,         9.225,         8.759,         9.456,         9.503,         9.131,        10.788
25.06.2002 21:00,         9.278,         8.826,         9.473,         9.550,         9.227,        10.856
25.06.2002 21:10,         9.401,         8.957,         9.656,         9.676,         9.340,        10.970
25.06.2002 21:20,         9.457,         9.002,         9.855,         9.790,         9.433,        10.973
25.06.2002 21:30,         9.497,         9.010,         9.885,         9.847,         9.470,        10.951
25.06.2002 21:40,         9.650,         9.186,         9.896,         9.887,         9.602,        11.031
25.06.2002 21:50,         9.807,         9.357,         9.996,        10.097,         9.779,        11.090
25.06.2002 22:00,         9.782,         9.344,        10.231,        10.185,         9.836,        11.105
25.06.2002 22:10,         9.864,         9.444,        10.218,        10.178,         9.892,        11.149
25.06.2002 22:20,        10.024,         9.570,        10.191,        10.272,         9.986,        11.172
25.06.2002 22:30,        10.058,         9.617,        10.201,        10.306,        10.026,        11.175
25.06.2002 22:40,        10.049,         9.623,        10.139,        10.343,        10.054,        11.164
25.06.2002 22:50,        10.089,         9.657,        10.217,        10.314,        10.048,        11.195
25.06.2002 23:00,        10.047,         9.659,        10.242,        10.315,        10.059,        11.197
25.06.2002 23:10,        10.096,         9.665,        10.140,        10.331,        10.079,        11.116
25.06.2002 23:20,        10.121,         9.712,        10.230,        10.361,        10.123,        11.133
25.06.2002 23:30,        10.138,         9.729,        10.291,        10.386,        10.180,        11.109
25.06.2002 23:40,        10.212,         9.806,        10.392,        10.461,        10.272,        11.153
25.06.2002 23:50,        10.215,         9.784,        10.425,        10.454,        10.231,        11.237
26.06.2002 00:00,        10.354,         9.872,        10.446,        10.488,        10.320,        11.231
26.06.2002 00:10,        10.435,        10.035,        10.506,        10.622,        10.501,        11.303
26.06.2002 00:20,        10.508,        10.103,        10.615,        10.697,        10.585,        11.328
26.06.2002 00:30,        10.462,        10.041,        10.554,        10.636,        10.482,        11.270
26.06.2002 00:40,        10.558,        10.094,        10.621,        10.668,        10.503,        11.332
26.06.2002 00:50,        10.593,        10.092,        10.629,        10.707,        10.537,        11.346
26.06.2002 01:00,        10.572,        10.147,        10.632,        10.724,        10.638,        11.317
26.06.2002 01:10,        10.527,        10.143,        10.569,        10.671,        10.577,        11.241
26.06.2002 01:20,        10.627,        10.182,        10.631,        10.736,        10.591,        11.186
26.06.2002 01:30,        10.639,        10.227,        10.699,        10.762,        10.644,        11.158
26.06.2002 01:40,        10.700,        10.272,        10.715,        10.784,        10.733,        11.184
26.06.2002 01:50,        10.706,        10.312,        10.721,        10.788,        10.772,        11.140
26.06.2002 02:00,        10.644,        10.245,        10.659,        10.732,        10.717,        11.078
26.06.2002 02:10,        10.619,        10.209,        10.648,        10.716,        10.621,        11.113
26.06.2002 02:20,        10.604,        10.205,        10.625,        10.701,        10.581,        11.108
26.06.2002 02:30,        10.610,        10.218,        10.669,        10.712,        10.593,        11.085
26.06.2002 02:40,        10.603,        10.150,        10.647,        10.659,        10.517,        10.977
26.06.2002 02:50,        10.482,        10.075,        10.524,        10.560,        10.423,        10.901
26.06.2002 03:00,        10.573,        10.154,        10.621,        10.648,        10.546,        11.049
26.06.2002 03:10,        10.556,        10.146,        10.645,        10.631,        10.523,        10.989
26.06.2002 03:20,        10.540,        10.129,        10.596,        10.604,        10.499,        10.938
26.06.2002 03:30,        10.485,        10.081,        10.530,        10.563,        10.443,        10.867
26.06.2002 03:40,        10.460,        10.067,        10.526,        10.533,        10.428,        10.857
26.06.2002 03:50,        10.358,         9.971,        10.421,        10.434,        10.352,        10.736
26.06.2002 04:00,        10.343,         9.967,        10.422,        10.440,        10.334,        10.721
26.06.2002 04:10,        10.314,         9.911,        10.333,        10.373,        10.276,        10.653
26.06.2002 04:20,        10.223,         9.860,        10.288,        10.317,        10.203,        10.599
26.06.2002 04:30,        10.278,         9.900,        10.325,        10.341,        10.269,        10.643
26.06.2002 04:40,        10.249,         9.889,        10.345,        10.343,        10.262,        10.602
26.06.2002 04:50,        10.240,         9.846,        10.266,        10.268,        10.180,        10.555
26.06.2002 05:00,        10.281,         9.856,        10.260,        10.288,        10.191,        10.552
26.06.2002 05:10,        10.205,         9.738,        10.202,        10.205,        10.103,        10.478
26.06.2002 05:20,        10.079,         9.698,        10.152,        10.163,        10.071,        10.455
26.06.2002 05:30,        10.158,         9.734,        10.156,        10.184,        10.107,        10.501
26.06.2002 05:40,        10.061,         9.691,        10.118,        10.138,        10.082,        10.476
26.06.2002 05:50,        10.103,         9.720,        10.124,        10.177,        10.098,        10.538
26.06.2002 06:00,        10.084,         9.694,        10.082,        10.178,        10.100,        10.542
26.06.2002 06:10,        10.155,         9.716,        10.179,        10.177,        10.087,        10.526
26.06.2002 06:20,        10.068,         9.666,        10.095,        10.088,        10.039,        10.552
26.06.2002 06:30,        10.251,         9.842,        10.254,        10.284,        10.204,        10.760
26.06.2002 06:40,        10.280,         9.893,        10.432,        10.449,        10.307,        10.860
26.06.2002 06:50,        10.316,         9.887,        10.394,        10.407,        10.299,        10.881
26.06.2002 07:00,        10.397,         9.986,        10.463,        10.473,        10.351,        11.005
26.06.2002 07:10,        10.343,         9.967,        10.458,        10.540,        10.396,        11.039
26.06.2002 07:20,        10.372,         9.921,        10.435,        10.509,        10.332,        11.028
26.06.2002 07:30,        10.264,         9.847,        10.310,        10.424,        10.246,        11.005
26.06.2002 07:40,        10.393,         9.881,        10.379,        10.487,        10.316,        11.075
26.06.2002 07:50,        10.590,        10.108,        10.666,        10.661,        10.487,        11.268
26.06.2002 08:00,        10.443,        10.027,        10.717,        10.639,        10.458,        11.231
26.06.2002 08:10,        10.444,         9.959,        10.428,        10.493,        10.316,        11.185
26.06.2002 08:20,        10.412,         9.932,        10.391,        10.330,        10.165,        11.143
26.06.2002 08:30,        10.285,         9.822,        10.317,        10.326,        10.176,        11.238
26.06.2002 08:40,        10.252,         9.736,        10.366,        10.486,        10.166,        11.278
26.06.2002 08:50,        10.187,         9.795,        10.405,        10.442,        10.197,        11.285
26.06.2002 09:00,        10.250,         9.813,        10.454,        10.608,        10.313,        11.440
26.06.2002 09:10,        10.282,         9.873,        10.540,        10.611,        10.326,        11.512
26.06.2002 09:20,        10.382,         9.911,        10.652,        10.787,        10.388,        11.604
26.06.2002 09:30,        10.164,         9.696,        10.433,        10.648,        10.186,        11.408
26.06.2002 09:40,        10.161,         9.719,        10.437,        10.594,        10.195,        11.454
26.06.2002 09:50,        10.201,         9.746,        10.476,        10.647,        10.285,        11.576
26.06.2002 10:00,        10.255,         9.770,        10.528,        10.641,        10.273,        11.500
26.06.2002 10:10,        10.223,         9.763,        10.605,        10.550,        10.213,        11.602
26.06.2002 10:20,        10.256,         9.746,        10.552,        10.489,        10.196,        11.565
26.06.2002 10:30,        10.113,         9.627,        10.447,        10.478,        10.077,        11.435
26.06.2002 10:40,        10.118,         9.687,        10.662,        10.597,        10.162,        11.593
26.06.2002 10:50,        10.197,         9.688,        10.509,        10.610,        10.133,        11.595
26.06.2002 11:00,        10.285,         9.791,        10.838,        10.774,        10.354,        11.832
26.06.2002 11:10,        10.237,         9.732,        10.964,        10.566,        10.216,        11.716
26.06.2002 11:20,        10.183,         9.644,        10.815,        10.464,        10.134,        11.663
26.06.2002 11:30,        10.222,         9.712,        10.864,        10.625,        10.185,        11.647
26.06.2002 11:40,         9.985,         9.452,        10.475,        10.159,         9.804,        11.401
26.06.2002 11:50,        10.086,         9.614,        10.676,        10.274,         9.976,        11.550
26.06.2002 12:00,        10.205,         9.716,        10.909,        10.585,        10.070,        11.754
26.06.2002 12:10,         9.885,         9.410,        10.482,        10.358,         9.840,        11.507
26.06.2002 12:20,         9.484,         8.993,         9.943,         9.702,         9.284,        10.904
26.06.2002 12:30,         9.331,         8.868,        10.105,        10.001,         9.421,        11.225
26.06.2002 12:40,         9.222,         8.714,         9.705,         9.292,         8.868,        10.576
26.06.2002 12:50,         8.935,         8.493,         9.626,         9.388,         8.916,        10.651
26.06.2002 13:00,         8.775,         8.360,         9.279,         9.106,         8.669,        10.391
26.06.2002 13:10,         8.671,         8.198,         9.441,         9.182,         8.581,        10.524
26.06.2002 13:20,         8.527,         8.075,         9.300,         9.087,         8.528,        10.543
26.06.2002 13:30,         8.697,         8.207,         9.466,         9.108,         8.566,        10.446
26.06.2002 13:40,         8.595,         8.203,         9.183,         9.211,         8.609,        10.500
26.06.2002 13:50,         8.690,         8.275,         8.956,         8.925,         8.507,        10.347
26.06.2002 14:00,         8.703,         8.275,         9.104,         9.041,         8.580,        10.476
26.06.2002 14:10,         8.697,         8.266,         9.265,         9.031,         8.566,        10.503
26.06.2002 14:20,         8.600,         8.220,         9.262,         9.007,         8.556,        10.470
26.06.2002 14:30,         8.747,         8.351,         9.412,         9.306,         8.754,        10.900
26.06.2002 14:40,         8.996,         8.554,         9.680,         9.662,         9.027,        11.060
26.06.2002 14:50,         8.953,         8.490,         9.680,         9.426,         8.955,        11.184
26.06.2002 15:00,         9.312,         8.765,         9.911,         9.760,         9.255,        11.397
26.06.2002 15:10,         9.336,         8.872,        10.005,         9.738,         9.296,        11.263
26.06.2002 15:20,         9.102,         8.705,         9.888,         9.946,         9.236,        11.140
26.06.2002 15:30,         9.048,         8.572,         9.760,         9.753,         9.070,        11.178
26.06.2002 15:40,         8.892,         8.416,         9.676,         9.508,         8.919,        10.926
26.06.2002 15:50,         8.643,         8.107,         9.155,         9.172,         8.634,        10.781
26.06.2002 16:00,         8.401,         7.944,         9.165,         9.119,         8.437,        10.721
26.06.2002 16:10,         8.147,         7.750,         8.867,         8.870,         8.234,        10.538
26.06.2002 16:20,         7.559,         7.114,         8.325,         8.237,         7.501,         9.942
26.06.2002 16:30,         7.006,         6.621,         7.805,         7.825,         7.149,         9.537
26.06.2002 16:40,         6.794,         6.463,         7.621,         7.697,         6.993,         9.454
26.06.2002 16:50,         6.836,         6.434,         7.548,         7.570,         6.901,         9.501
26.06.2002 17:00,         7.017,         6.611,         7.576,         7.615,         7.035,         9.661
26.06.2002 17:10,         7.046,         6.653,         7.560,         7.747,         7.110,         9.677
26.06.2002 17:20,         7.410,         7.071,         7.984,         8.024,         7.482,         9.880
26.06.2002 17:30,         7.537,         7.200,         8.297,         8.308,         7.695,        10.118
26.06.2002 17:40,         7.915,         7.571,         8.536,         8.600,         8.035,        10.512
26.06.2002 17:50,         8.179,         7.813,         8.869,         8.915,         8.351,        10.581
26.06.2002 18:00,         8.504,         8.037,         8.882,         8.992,         8.485,        10.819
26.06.2002 18:10,         8.638,         8.214,         9.042,         9.078,         8.637,        11.012
26.06.2002 18:20,         8.776,         8.327,         9.178,         9.284,         8.804,        11.134
26.06.2002 18:30,         8.920,         8.570,         9.448,         9.437,         8.977,        11.328
26.06.2002 18:40,         9.001,         8.568,         9.395,         9.490,         9.047,        11.253
26.06.2002 18:50,         9.043,         8.642,         9.633,         9.632,         9.137,        11.382
26.06.2002 19:00,         9.175,         8.776,         9.670,         9.567,         9.165,        11.364
26.06.2002 19:10,         9.141,         8.674,         9.675,         9.574,         9.138,        11.403
26.06.2002 19:20,         9.126,         8.715,         9.718,         9.526,         9.093,        11.257
26.06.2002 19:30,         9.168,         8.707,         9.725,         9.564,         9.149,        11.438
26.06.2002 19:40,         9.150,         8.726,         9.772,         9.641,         9.191,        11.458
26.06.2002 19:50,         9.313,         8.838,         9.821,         9.671,         9.281,        11.503
26.06.2002 20:00,         9.349,         8.771,         9.825,         9.738,         9.301,        11.440
26.06.2002 20:10,         9.737,         9.181,         9.921,         9.887,         9.603,        11.704
26.06.2002 20:20,        10.078,         9.593,        10.184,        10.353,        10.039,        12.020
26.06.2002 20:30,        10.235,         9.708,        10.478,        10.518,        10.147,        11.960
26.06.2002 20:40,        10.291,         9.747,        10.374,        10.473,        10.165,        11.801
26.06.2002 20:50,        10.551,        10.091,        10.702,        10.827,        10.496,        11.836
26.06.2002 21:00,        10.927,        10.482,        11.131,        11.219,        10.945,        12.274
26.06.2002 21:10,        11.240,        10.784,        11.302,        11.475,        11.229,        12.329
26.06.2002 21:20,        11.379,        10.933,        11.427,        11.642,        11.390,        12.520
26.06.2002 21:30,        11.417,        10.954,        11.581,        11.704,        11.410,        12.549
26.06.2002 21:40,        11.429,        10.899,        11.527,        11.633,        11.388,        12.403
26.06.2002 21:50,        11.459,        10.932,        11.578,        11.649,        11.422,        12.468
26.06.2002 22:00,        11.449,        11.009,        11.564,        11.659,        11.420,        12.416
26.06.2002 22:10,        11.296,        10.866,        11.471,        11.536,        11.301,        12.174
26.06.2002 22:20,        11.167,        10.689,        11.182,        11.275,        11.060,        11.908
26.06.2002 22:30,        10.943,        10.449,        10.977,        11.043,        10.829,        11.656
26.06.2002 22:40,        10.547,        10.029,        10.682,        10.705,        10.444,        11.342
26.06.2002 22:50,        10.422,         9.980,        10.554,        10.655,        10.417,        11.386
26.06.2002 23:00,        10.389,         9.928,        10.474,        10.574,        10.320,        11.292
26.06.2002 23:10,        10.142,         9.699,        10.262,        10.366,        10.086,        11.049
26.06.2002 23:20,        10.106,         9.635,        10.230,        10.270,        10.010,        10.964
26.06.2002 23:30,        10.094,         9.617,        10.201,        10.293,        10.066,        11.140
26.06.2002 23:40,        10.119,         9.710,        10.236,        10.355,        10.179,        11.122
26.06.2002 23:50,        10.269,         9.858,        10.393,        10.476,        10.309,        11.220
27.06.2002 00:00,        10.377,         9.989,        10.453,        10.544,        10.380,        11.227
27.06.2002 00:10,        10.421,        10.008,        10.513,        10.601,        10.464,        11.234
27.06.2002 00:20,        10.498,        10.121,        10.676,        10.761,        10.683,        11.495
27.06.2002 00:30,        10.646,        10.245,        10.780,        10.853,        10.751,        11.437
27.06.2002 00:40,        10.710,        10.295,        10.777,        10.857,        10.755,        11.441
27.06.2002 00:50,        10.723,        10.283,        10.762,        10.815,        10.707,        11.434
27.06.2002 01:00,        10.621,        10.185,        10.711,        10.734,        10.600,        11.344
27.06.2002 01:10,        10.552,        10.148,        10.649,        10.672,        10.530,        11.290
27.06.2002 01:20,        10.534,        10.126,        10.655,        10.634,        10.550,        11.229
27.06.2002 01:30,        10.438,        10.027,        10.463,        10.529,        10.402,        11.055
27.06.2002 01:40,        10.394,         9.975,        10.450,        10.520,        10.356,        11.009
27.06.2002 01:50,        10.352,         9.937,        10.414,        10.488,        10.332,        10.958
27.06.2002 02:00,        10.374,         9.940,        10.440,        10.507,        10.380,        11.026
27.06.2002 02:10,        10.434,         9.998,        10.460,        10.530,        10.409,        11.018
27.06.2002 02:20,        10.400,         9.994,        10.521,        10.541,        10.447,        11.041
27.06.2002 02:30,        10.481,        10.064,        10.573,        10.635,        10.553,        11.123
27.06.2002 02:40,        10.611,        10.185,        10.672,        10.741,        10.672,        11.207
27.06.2002 02:50,        10.666,        10.259,        10.748,        10.780,        10.697,        11.239
27.06.2002 03:00,        10.744,        10.300,        10.812,        10.834,        10.744,        11.281
27.06.2002 03:10,        10.687,        10.285,        10.762,        10.778,        10.734,        11.209
27.06.2002 03:20,        10.652,        10.243,        10.697,        10.724,        10.726,        11.135
27.06.2002 03:30,        10.636,        10.232,        10.696,        10.734,        10.704,        11.129
27.06.2002 03:40,        10.630,        10.222,        10.696,        10.716,        10.680,        11.093
27.06.2002 03:50,        10.573,        10.168,        10.657,        10.676,        10.634,        11.041
27.06.2002 04:00,        10.487,        10.078,        10.580,        10.586,        10.543,        10.979
27.06.2002 04:10,        10.400,         9.995,        10.495,        10.504,        10.445,        10.930
27.06.2002 04:20,        10.416,        10.023,        10.512,        10.515,        10.449,        10.921
27.06.2002 04:30,        10.504,        10.113,        10.562,        10.570,        10.531,        10.980
27.06.2002 04:40,        10.520,        10.103,        10.550,        10.550,        10.537,        10.943
27.06.2002 04:50,        10.459,        10.048,        10.512,        10.524,        10.488,        10.923
27.06.2002 05:00,        10.480,        10.068,        10.511,        10.528,        10.503,        10.953
27.06.2002 05:10,        10.493,        10.083,        10.531,        10.545,        10.531,        11.013
27.06.2002 05:20,        10.504,        10.072,        10.546,        10.552,        10.561,        11.026
27.06.2002 05:30,        10.488,        10.096,        10.527,        10.531,        10.540,        10.987
27.06.2002 05:40,        10.546,        10.105,        10.575,        10.565,        10.571,        11.011
27.06.2002 05:50,        10.466,        10.088,        10.534,        10.548,        10.461,        10.974
27.06.2002 06:00,        10.547,        10.100,        10.565,        10.584,        10.525,        11.080
27.06.2002 06:10,        10.641,        10.241,        10.756,        10.632,        10.563,        11.135
27.06.2002 06:20,        10.646,        10.218,        10.681,        10.601,        10.496,        11.134
27.06.2002 06:30,        10.605,        10.211,        10.694,        10.535,        10.395,        11.048
27.06.2002 06:40,        10.514,        10.074,        10.567,        10.475,        10.311,        10.951
27.06.2002 06:50,        10.385,         9.931,        10.373,        10.393,        10.222,        10.926
27.06.2002 07:00,        10.307,         9.804,        10.305,        10.309,        10.124,        10.817
27.06.2002 07:10,        10.317,         9.855,        10.275,        10.311,        10.106,        10.879
27.06.2002 07:20,        10.361,         9.884,        10.297,        10.380,        10.205,        10.980
27.06.2002 07:30,        10.357,         9.883,        10.333,        10.403,        10.199,        10.965
27.06.2002 07:40,        10.376,         9.911,        10.327,        10.412,        10.194,        11.065
27.06.2002 07:50,        10.443,         9.944,        10.417,        10.523,        10.284,        11.157
27.06.2002 08:00,        10.506,         9.930,        10.507,        10.591,        10.333,        11.366
27.06.2002 08:10,        10.548,        10.117,        10.683,        10.641,        10.403,        11.406
27.06.2002 08:20,        10.672,        10.114,        10.609,        10.647,        10.370,        11.442
27.06.2002 08:30,        10.495,        10.068,        10.628,        10.632,        10.378,        11.499
27.06.2002 08:40,        10.634,        10.233,        10.876,        10.792,        10.537,        11.714
27.06.2002 08:50,        10.571,        10.126,        10.788,        10.728,        10.433,        11.636
27.06.2002 09:00,        10.360,         9.884,        10.694,        10.729,        10.364,        11.779
27.06.2002 09:10,        10.396,         9.940,        10.716,        10.798,        10.404,        11.858
27.06.2002 09:20,        10.501,        10.079,        10.831,        10.979,        10.593,        12.087
27.06.2002 09:30,        10.720,        10.300,        11.079,        11.199,        10.814,        12.296
27.06.2002 09:40,        10.794,        10.389,        11.121,        11.369,        10.887,        12.364
27.06.2002 09:50,        11.102,        10.593,        11.429,        11.548,        11.126,        12.663
27.06.2002 10:00,        10.354,         9.893,        10.825,        11.087,        10.427,        12.035
27.06.2002 10:10,        10.008,         9.593,        10.722,        10.776,        10.193,        11.717
27.06.2002 10:20,        10.134,         9.710,        10.720,        10.887,        10.243,        11.762
27.06.2002 10:30,        10.301,         9.846,        10.863,        11.011,        10.392,        11.933
27.06.2002 10:40,        10.341,         9.855,        10.783,        11.054,        10.398,        11.793
27.06.2002 10:50,        10.103,         9.719,        10.668,        10.902,        10.240,        11.835
27.06.2002 11:00,        10.093,         9.661,        10.827,        10.875,        10.249,        11.712
27.06.2002 11:10,        10.153,         9.742,        10.768,        10.965,        10.255,        11.968
27.06.2002 11:20,        10.148,         9.719,        10.641,        10.911,        10.250,        11.867
27.06.2002 11:30,        10.171,         9.747,        10.790,        10.952,        10.232,        11.877
27.06.2002 11:40,        10.014,         9.560,        10.681,        10.831,        10.112,        11.597
27.06.2002 11:50,         9.788,         9.353,        10.445,        10.564,         9.885,        11.569
27.06.2002 12:00,         9.858,         9.432,        10.375,        10.632,         9.967,        11.633
27.06.2002 12:10,         9.649,         9.198,        10.216,        10.434,         9.747,        11.233
27.06.2002 12:20,         9.916,         9.426,        10.453,        10.514,         9.947,        11.655
27.06.2002 12:30,        10.262,         9.815,        10.752,        10.937,        10.329,        12.013
27.06.2002 12:40,        10.318,         9.832,        10.865,        10.977,        10.360,        12.090
27.06.2002 12:50,         9.788,         9.366,        10.324,        10.567,         9.871,        11.443
27.06.2002 13:00,         9.846,         9.423,        10.524,        10.629,         9.995,        11.413
27.06.2002 13:10,        10.003,         9.574,        10.482,        10.671,        10.085,        11.789
27.06.2002 13:20,        10.277,         9.813,        10.647,        10.875,        10.340,        11.997
27.06.2002 13:30,        10.447,         9.948,        11.016,        11.064,        10.500,        12.194
27.06.2002 13:40,        10.284,         9.853,        10.901,        11.015,        10.386,        12.088
27.06.2002 13:50,        10.282,         9.850,        10.839,        10.950,        10.347,        12.027
27.06.2002 14:00,        10.169,         9.764,        10.616,        10.845,        10.281,        11.802
27.06.2002 14:10,        10.041,         9.595,        10.428,        10.661,        10.172,        11.829
27.06.2002 14:20,        10.034,         9.638,        10.648,        10.804,        10.278,        11.697
27.06.2002 14:30,         9.990,         9.574,        10.761,        10.770,        10.232,        11.632
27.06.2002 14:40,        10.095,         9.695,        10.702,        10.721,        10.261,        11.807
27.06.2002 14:50,        10.042,         9.632,        10.854,        10.788,        10.224,        11.548
27.06.2002 15:00,         9.914,         9.470,        10.693,        10.635,        10.067,        11.505
27.06.2002 15:10,         9.834,         9.385,        10.669,        10.580,         9.980,        11.469
27.06.2002 15:20,         9.832,         9.423,        10.515,        10.527,         9.989,        11.667
27.06.2002 15:30,         9.901,         9.521,        10.500,        10.583,        10.106,        11.631
27.06.2002 15:40,        10.021,         9.592,        10.503,        10.623,        10.174,        11.686
27.06.2002 15:50,        10.082,         9.658,        10.557,        10.691,        10.262,        11.835
27.06.2002 16:00,        10.144,         9.763,        10.816,        10.823,        10.373,        11.793
27.06.2002 16:10,        10.236,         9.807,        10.833,        10.845,        10.349,        11.665
27.06.2002 16:20,        10.331,         9.935,        10.888,        10.929,        10.473,        11.755
27.06.2002 16:30,        10.611,        10.197,        11.128,        11.189,        10.714,        12.111
27.06.2002 16:40,        10.745,        10.338,        11.335,        11.317,        10.863,        12.231
27.06.2002 16:50,        10.915,        10.498,        11.398,        11.451,        11.020,        12.456
27.06.2002 17:00,        11.074,        10.677,        11.598,        11.602,        11.149,        12.633
27.06.2002 17:10,        11.275,        10.784,        11.766,        11.747,        11.338,        12.771
27.06.2002 17:20,        11.852,        11.331,        12.347,        12.460,        12.027,        13.087
27.06.2002 17:30,        11.894,        11.372,        12.518,        12.492,        11.959,        13.186
27.06.2002 17:40,        11.463,        10.928,        11.915,        11.958,        11.473,        12.752
27.06.2002 17:50,        11.403,        10.896,        11.849,        11.886,        11.520,        12.793
27.06.2002 18:00,        11.675,        11.048,        12.171,        12.008,        11.536,        12.770
27.06.2002 18:10,        11.518,        11.033,        12.209,        12.067,        11.656,        12.847
27.06.2002 18:20,        12.435,        11.949,        12.560,        12.707,        12.496,        13.614
27.06.2002 18:30,        12.327,        11.809,        12.449,        12.666,        12.315,        13.407
27.06.2002 18:40,        12.022,        11.568,        12.420,        12.455,        12.107,        13.143
27.06.2002 18:50,        11.748,        11.266,        12.216,        12.215,        11.847,        12.956
27.06.2002 19:00,        11.505,        11.017,        12.038,        11.982,        11.631,        12.768
27.06.2002 19:10,        11.350,        10.839,        11.825,        11.799,        11.500,        12.677
27.06.2002 19:20,        12.078,        11.577,        12.252,        12.379,        12.092,        13.225
27.06.2002 19:30,        12.305,        11.748,        12.808,        12.596,        12.380,        13.152
27.06.2002 19:40,        12.555,        11.864,        12.898,        12.747,        12.506,        13.252
27.06.2002 19:50,        13.111,        12.297,        13.509,        13.254,        12.926,        13.464
27.06.2002 20:00,        13.348,        12.590,        13.702,        13.469,        13.153,        13.635
27.06.2002 20:10,        13.596,        12.832,        14.020,        13.577,        13.294,        13.767
27.06.2002 20:20,        13.557,        12.935,        13.710,        13.590,        13.417,        13.814
27.06.2002 20:30,        13.434,        12.712,        13.841,        13.555,        13.276,        13.501
27.06.2002 20:40,        13.137,        12.478,        13.778,        13.504,        13.127,        13.451
27.06.2002 20:50,        13.082,        12.477,        13.400,        13.313,        12.993,        13.507
27.06.2002 21:00,        13.271,        12.662,        13.860,        13.473,        13.176,        13.654
27.06.2002 21:10,        13.243,        12.467,        13.754,        13.347,        13.090,        13.457
27.06.2002 21:20,        13.352,        12.545,        13.689,        13.323,        13.129,        13.518
27.06.2002 21:30,        13.442,        12.861,        13.383,        13.463,        13.270,        13.666
27.06.2002 21:40,        13.315,        12.616,        13.294,        13.345,        13.076,        13.432
27.06.2002 21:50,        12.856,        12.191,        12.889,        12.933,        12.737,        13.149
27.06.2002 22:00,        12.396,        11.775,        12.549,        12.546,        12.298,        12.858
