# Database Output
# UBC University of British Columbia
# JUNE 22 2015 14:35
#
# Time indicated in PST (GMT-8)
# Times indicate end of averaging period
#
# BSPA Basel - Spalenring         610360/267140 278m
#
# 00 BSPAAHA1 Basel - Spalenring : Absolute Humidity  3.00m [g/m3]
# 01 BSPAAHA2 Basel - Spalenring : Absolute Humidity  15.80m [g/m3]
# 02 BSPAAHA3 Basel - Spalenring : Absolute Humidity  3.00m [g/m3]
# 03 BSPAAHA4 Basel - Spalenring : Absolute Humidity  15.80m [g/m3]
# 04 BSPAAHA5 Basel - Spalenring : Absolute Humidity  22.90m [g/m3]
# 05 BSPAAHA7 Basel - Spalenring : Absolute Humidity  32.90m [g/m3]
#
                ,      BSPAAHA1,      BSPAAHA2,      BSPAAHA3,      BSPAAHA4,      BSPAAHA5,      BSPAAHA7
27.06.2002 22:10,        11.871,        11.279,        12.479,        12.164,        11.823,        12.410
27.06.2002 22:20,        11.448,        10.891,        12.051,        11.806,        11.491,        12.058
27.06.2002 22:30,        11.371,        10.830,        11.951,        11.755,        11.434,        11.975
27.06.2002 22:40,        11.019,        10.409,        11.435,        11.328,        11.078,        11.747
27.06.2002 22:50,        10.499,         9.999,        11.128,        10.959,        10.676,        11.363
27.06.2002 23:00,        10.415,         9.960,        11.026,        10.799,        10.534,        11.407
27.06.2002 23:10,        10.405,         9.857,        10.975,        10.695,        10.337,        11.384
27.06.2002 23:20,        10.402,         9.993,        10.773,        10.702,        10.435,        11.426
27.06.2002 23:30,        10.406,         9.887,        10.759,        10.705,        10.418,        11.382
27.06.2002 23:40,        10.285,         9.800,        10.692,        10.598,        10.321,        11.272
27.06.2002 23:50,        10.203,         9.781,        10.483,        10.512,        10.259,        11.214
28.06.2002 00:00,        10.102,         9.594,        10.448,        10.352,        10.087,        11.078
28.06.2002 00:10,        10.241,         9.770,        10.542,        10.443,        10.236,        11.197
28.06.2002 00:20,        10.057,         9.587,        10.385,        10.350,        10.075,        10.984
28.06.2002 00:30,         9.746,         9.340,        10.082,        10.139,         9.889,        10.793
28.06.2002 00:40,         9.823,         9.386,        10.231,        10.228,         9.945,        10.793
28.06.2002 00:50,         9.933,         9.474,        10.287,        10.285,        10.034,        10.917
28.06.2002 01:00,         9.992,         9.615,        10.350,        10.375,        10.075,        11.055
28.06.2002 01:10,        10.022,         9.609,        10.253,        10.344,        10.087,        11.052
28.06.2002 01:20,        10.083,         9.656,        10.309,        10.394,        10.122,        11.117
28.06.2002 01:30,        10.100,         9.734,        10.380,        10.434,        10.169,        11.151
28.06.2002 01:40,        10.119,         9.578,        10.254,        10.295,        10.053,        11.049
28.06.2002 01:50,         9.972,         9.515,        10.211,        10.236,        10.001,        11.009
28.06.2002 02:00,         9.948,         9.559,        10.167,        10.207,         9.987,        10.976
28.06.2002 02:10,         9.930,         9.464,        10.143,        10.153,         9.946,        10.924
28.06.2002 02:20,         9.896,         9.457,        10.057,        10.060,         9.874,        10.795
28.06.2002 02:30,         9.764,         9.291,         9.978,         9.951,         9.752,        10.718
28.06.2002 02:40,         9.540,         9.093,         9.741,         9.733,         9.571,        10.542
28.06.2002 02:50,         9.522,         9.123,         9.714,         9.728,         9.570,        10.560
28.06.2002 03:00,         9.958,         9.585,        10.154,        10.202,        10.006,        10.902
28.06.2002 03:10,        10.047,         9.672,        10.248,        10.290,        10.097,        10.950
28.06.2002 03:20,        10.043,         9.557,        10.178,        10.178,         9.967,        10.850
28.06.2002 03:30,         9.553,         9.015,         9.713,         9.637,         9.450,        10.390
28.06.2002 03:40,         9.292,         8.733,         9.329,         9.304,         9.109,        10.079
28.06.2002 03:50,         9.209,         8.712,         9.273,         9.256,         9.083,        10.103
28.06.2002 04:00,         9.170,         8.689,         9.273,         9.300,         9.078,        10.046
28.06.2002 04:10,         8.996,         8.585,         9.180,         9.190,         8.974,         9.948
28.06.2002 04:20,         8.931,         8.576,         9.137,         9.154,         8.942,         9.916
28.06.2002 04:30,         8.956,         8.547,         9.113,         9.125,         8.938,         9.847
28.06.2002 04:40,         8.898,         8.512,         9.115,         9.106,         8.918,         9.768
28.06.2002 04:50,         8.956,         8.540,         9.097,         9.100,         8.957,         9.804
28.06.2002 05:00,         9.091,         8.708,         9.240,         9.271,         9.097,         9.925
28.06.2002 05:10,         9.135,         8.753,         9.302,         9.326,         9.123,         9.896
28.06.2002 05:20,         9.117,         8.717,         9.269,         9.302,         9.094,         9.852
28.06.2002 05:30,         8.974,         8.563,         9.099,         9.124,         8.943,         9.677
28.06.2002 05:40,         8.823,         8.464,         8.958,         8.990,         8.901,         9.578
28.06.2002 05:50,         8.793,         8.417,         8.912,         8.963,         8.880,         9.508
28.06.2002 06:00,         8.803,         8.435,         8.933,         8.953,         8.867,         9.534
28.06.2002 06:10,         8.655,         8.247,         8.800,         8.830,         8.704,         9.324
28.06.2002 06:20,         8.445,         8.086,         8.600,         8.642,         8.498,         9.134
28.06.2002 06:30,         8.548,         8.166,         8.673,         8.712,         8.549,         9.228
28.06.2002 06:40,         8.382,         8.023,         8.535,         8.578,         8.372,         9.114
28.06.2002 06:50,         8.150,         7.798,         8.299,         8.341,         8.158,         8.899
28.06.2002 07:00,         7.971,         7.613,         8.173,         8.192,         7.996,         8.844
28.06.2002 07:10,         7.916,         7.575,         8.107,         8.152,         7.916,         8.775
28.06.2002 07:20,         7.903,         7.528,         8.060,         8.119,         7.871,         8.749
28.06.2002 07:30,         7.914,         7.577,         8.095,         8.155,         7.910,         8.728
28.06.2002 07:40,         7.949,         7.607,         8.134,         8.189,         7.940,         8.806
28.06.2002 07:50,         7.988,         7.641,         8.183,         8.250,         7.999,         8.811
28.06.2002 08:00,         7.953,         7.601,         8.184,         8.250,         7.986,         8.802
28.06.2002 08:10,         7.918,         7.568,         8.163,         8.212,         7.946,         8.744
28.06.2002 08:20,         7.774,         7.400,         8.027,         8.048,         7.773,         8.674
28.06.2002 08:30,         7.694,         7.355,         7.954,         7.927,         7.693,         8.599
28.06.2002 08:40,         7.793,         7.477,         8.074,         8.014,         7.790,         8.731
28.06.2002 08:50,         7.930,         7.570,         8.202,         8.264,         7.961,         8.885
28.06.2002 09:00,         7.929,         7.613,         8.200,         8.278,         7.968,         8.848
28.06.2002 09:10,         7.864,         7.522,         8.127,         8.252,         7.912,         8.719
28.06.2002 09:20,         7.852,         7.531,         8.138,         8.259,         7.910,         8.720
28.06.2002 09:30,         7.927,         7.600,         8.172,         8.317,         7.989,         8.766
28.06.2002 09:40,         7.959,         7.616,         8.273,         8.389,         8.019,         8.892
28.06.2002 09:50,         7.929,         7.583,         8.237,         8.341,         7.987,         8.860
28.06.2002 10:00,         7.857,         7.509,         8.171,         8.228,         7.880,         8.812
28.06.2002 10:10,         7.707,         7.370,         7.992,         8.118,         7.759,         8.670
28.06.2002 10:20,         7.830,         7.433,         8.192,         8.119,         7.838,         8.801
28.06.2002 10:30,         7.724,         7.364,         8.084,         8.005,         7.719,         8.663
28.06.2002 10:40,         7.605,         7.219,         7.868,         7.985,         7.628,         8.635
28.06.2002 10:50,         7.726,         7.350,         8.206,         8.072,         7.797,         8.787
28.06.2002 11:00,         7.832,         7.493,         8.303,         8.234,         7.901,         8.897
28.06.2002 11:10,         7.747,         7.372,         8.095,         8.159,         7.773,         8.809
28.06.2002 11:20,         7.816,         7.426,         8.259,         8.208,         7.840,         8.896
28.06.2002 11:30,         7.856,         7.450,         8.195,         8.320,         7.931,         8.923
28.06.2002 11:40,         7.919,         7.530,         8.341,         8.287,         7.992,         9.014
28.06.2002 11:50,         7.865,         7.493,         8.260,         8.266,         7.962,         8.981
28.06.2002 12:00,         7.776,         7.421,         8.182,         8.218,         7.850,         8.922
28.06.2002 12:10,         7.818,         7.411,         8.157,         8.134,         7.822,         8.925
28.06.2002 12:20,         7.736,         7.330,         8.098,         7.999,         7.693,         8.790
28.06.2002 12:30,         7.552,         7.120,         7.941,         7.779,         7.508,         8.657
28.06.2002 12:40,         7.593,         7.177,         8.026,         7.790,         7.539,         8.671
28.06.2002 12:50,         7.506,         7.108,         7.972,         7.955,         7.527,         8.818
28.06.2002 13:00,         7.448,         7.061,         7.769,         7.678,         7.368,         8.574
