,(m) TempProfile_K_2.5,(m) TempProfile_K_13.5,(m) TempProfile_K_17.5,(m) TempProfile_K_21.5,(m) TempProfile_K_25.5,(m) TempProfile_K_31.5
2002-06-13 21:10:00,25.00573740848506,25.462554083794373,24.808352269099316,24.365028727661752,24.05797574968568,23.665854716171907
2002-06-13 21:20:00,24.9311856960083,25.00819788479572,24.30869617412958,23.881617879551527,23.588625098232626,23.225383316845296
2002-06-13 21:30:00,24.73347974523284,24.674561070788172,23.981102878104423,23.568166361171734,23.287746972076206,22.94135637821921
2002-06-13 21:40:00,24.558178519974888,24.463704151067304,23.752746451591747,23.33342461155246,23.04945678706042,22.6996263440858
2002-06-13 21:50:00,24.38106927500081,24.23446733093857,23.51493369786766,23.09612831814775,22.81227093675244,22.462288006919607
2002-06-13 22:00:00,24.147551103102558,23.885517884450962,23.214700450295993,22.834581271485433,22.575240774846122,22.255202879059254
2002-06-13 22:10:00,23.865331043333185,23.465880606480596,22.722220169761215,22.303985518525963,22.006804644736917,21.620053565934086
2002-06-13 22:20:00,23.234179177680062,22.387774687568253,21.54036763762997,21.106114569308488,20.795349315731244,20.39407886871703
2002-06-13 22:30:00,22.389952039995194,21.314910641217637,20.46025380289268,20.053313634400638,19.7657527600698,19.397993447652254
2002-06-13 22:40:00,21.718796990280737,20.542357224196564,19.6778048412026,19.279697586466852,19.000584414804848,18.646415676521144
2002-06-13 22:50:00,21.179065759154014,19.921975644816996,19.058194207835356,18.66879359861042,18.396358358214115,18.051956465418016
2002-06-13 23:00:00,20.65626241238442,19.29640381282519,18.48046544644484,18.12763290781686,17.87773215937824,17.55995966094008
2002-06-13 23:10:00,20.245161651710475,18.88630978031489,18.096942129258537,17.76001133661339,17.52291489034684,17.223460296774306
2002-06-13 23:20:00,19.933528548530262,18.57300347804312,17.802750759566436,17.47328846655398,17.24007240141657,16.944655484144562
2002-06-13 23:30:00,19.642605821404345,18.273616202249627,17.522320793305255,17.201421307915894,16.972775703197783,16.682053986123265
2002-06-13 23:40:00,19.361170957881427,17.985714251530567,17.25297053571694,16.940941176643264,16.717350333276784,16.432131829167133
2002-06-13 23:50:00,19.09290891245695,17.712348721685544,16.997142253564903,16.6936495505102,16.474981495113354,16.195148370807203
2002-06-14 00:00:00,18.806848174914876,17.40105699312545,16.732172671202818,16.458456192927883,16.259480296938705,16.004639627881204
2002-06-14 00:10:00,18.65460791120097,17.326385042029244,16.71506650938727,16.470373404324903,16.295955175601932,16.077877308549375
2002-06-14 00:20:00,18.657008125326627,17.41287939122884,16.846038976770274,16.618555833128937,16.456268605035405,16.253780861126245
2002-06-14 00:30:00,18.72353045051608,17.55768194159191,17.02808117676443,16.815120289731908,16.663493592061457,16.475278231833897
2002-06-14 00:40:00,18.830103290541786,17.75125167654147,17.25847485556187,17.059289207594986,16.918464696938372,16.7457481146659
2002-06-14 00:50:00,18.981701219674505,18.00347286029131,17.54862918100224,17.36275932580844,17.233027231630786,17.077225792863715
2002-06-14 01:00:00,19.160991943391537,18.27554829670578,17.85246679118677,17.674014951870788,17.547281335161586,17.390402053729076
2002-06-14 01:10:00,19.21667969002283,18.29855542810992,17.825043625167098,17.607198399167146,17.437992616339216,17.204069718501728
2002-06-14 01:20:00,18.986200527392725,17.91753482433353,17.390972136376377,17.159137718902457,16.980296617246722,16.739118846229758
2002-06-14 01:30:00,18.63176943098756,17.475340820177564,16.935520638106084,16.708736599687825,16.53521672652971,16.302524848690496
2002-06-14 01:40:00,18.311742990321875,17.084169672542203,16.527842252853134,16.301273520354016,16.12829821578157,15.896835470087524
2002-06-14 01:50:00,18.001444348664165,16.70396843559638,16.134376020261016,15.908894204854903,15.736668146643353,15.50620584711794
2002-06-14 02:00:00,17.689197370726333,16.333062303303734,15.761769258230686,15.54355253644951,15.377199808665637,15.155717068609874
2002-06-14 02:10:00,17.438700010740604,16.075642922938925,15.524663817904866,15.322515128570899,15.170045226957143,14.969522983524541
2002-06-14 02:20:00,17.263165071722483,15.911152630636366,15.379963358819282,15.188222050692332,15.04281966416977,14.850972058498087
2002-06-14 02:30:00,17.120136781398116,15.782408460022339,15.268992820164556,15.085396573488481,14.94540052646505,14.760093135089278
