Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),WaterSystems:NaturalGas [J](Hourly) 
 06/10  22:00:00,101138507.58020309,0.0,0.0,26999759.19604299,23169600.0,50531492.11641565,437656.2660121982,0.0017322087043756798,44807945.06855148,11633947.78588752,33173997.282663967 
 06/10  23:00:00,80587369.16579886,0.0,0.0,18440184.765708826,23169600.0,37863633.89063428,1113950.5085079437,0.000947812309941409,48859134.458594814,30230807.93382804,18628326.52476677 
 06/10  24:00:00,67729353.76289101,0.0,0.0,14886432.881686116,23169600.0,28085665.774742994,1587655.1062004482,0.00026146546481142335,49155020.03186523,43254155.420258485,5900864.611606748 
 06/11  01:00:00,65783471.10894904,0.0,0.0,14886432.881686116,23169600.0,25966257.157511864,1761181.069620379,0.00013064590197590925,51346214.708443254,47872538.05039158,3473676.658051668 
 06/11  02:00:00,64832371.55040838,0.0,0.0,14886432.881686116,23169600.0,24906552.848896295,1869785.8197932958,0.00003266157125793656,52429386.262570776,50771958.52554398,1657427.7370267892 
 06/11  03:00:00,64438267.745691136,0.0,0.0,14886432.881686116,23169600.0,24376700.694588512,2005534.1693838423,0.000032661588094223904,56214303.94887221,54556915.276126854,1657388.6727453554 
 06/11  04:00:00,71986631.02580701,0.0,0.0,19471919.18365086,23169600.0,27266590.804478604,2078521.0375468826,0.00013064643736827454,60084738.38892128,56612303.975288406,3472434.4136328786 
 06/11  05:00:00,78574166.68454297,0.0,0.0,27381883.054540057,13515600.0,35695631.79579778,1981051.8333232244,0.0008818638628581973,71375982.80911446,53988772.489447296,17387210.31966715 
 06/11  06:00:00,83886262.03170505,0.0,0.0,29139652.803626556,0.0,53083565.932743855,1663043.2922644485,0.0030701927716403274,103127532.02145495,45205711.620677955,57921820.40077698 
 06/11  07:00:00,94167088.93108581,0.0,0.0,27343670.668690357,0.0,65388425.55466861,1434992.704460728,0.003266162523022431,100298414.07024045,38746624.77504927,61551789.2951912 
 06/11  08:00:00,94213040.78314874,0.0,0.0,23919589.281910922,0.0,67967412.13473806,2326039.363364266,0.0031355160221015342,95187479.01556844,36055668.98449261,59131810.03107583 
 06/11  09:00:00,83446885.26309933,0.0,0.0,21894332.83187648,0.0,59827593.95937547,1724958.4691038341,0.002743576519338842,71285233.79987709,19413361.561147284,51871872.23872983 
 06/11  10:00:00,72502555.63278955,0.0,0.0,21894332.83187648,0.0,49327737.8284305,1280484.9700002836,0.002482283517497047,54709195.69037068,7677281.979871568,47031913.71049913 
 06/11  11:00:00,72797967.62348168,0.0,0.0,21894332.83187648,0.0,49857589.98273835,1046044.8068744823,0.0019923591390436832,39706000.263325065,1749008.7932584558,37956991.47006661 
 06/11  12:00:00,71255249.02273867,0.0,0.0,21196991.736597914,0.0,49081841.69733915,976415.5870705654,0.0017310661372018877,33128326.765416265,11293.823580338747,33117032.941835925 
 06/11  13:00:00,70608467.55783978,0.0,0.0,21894332.83187648,0.0,47738181.365507215,975953.3589209742,0.0015350963858205425,29487064.045662936,0.0,29487064.045662936 
 06/11  14:00:00,70078615.40333594,0.0,0.0,21894332.83187648,0.0,47208329.21119941,975953.3589209742,0.001339126634439196,25857095.149489906,0.0,25857095.149489906 
 06/11  15:00:00,74992649.43537974,0.0,0.0,25218810.40080093,0.0,48797885.67412279,975953.3589209742,0.0015350963858205425,29487064.045662936,0.0,29487064.045662936 
 06/11  16:00:00,101813921.62987645,0.0,0.0,34122296.30378249,0.0,66715671.965376586,975953.3589209742,0.0017963893876623376,34327022.57389362,0.0,34327022.57389362 
 06/11  17:00:00,119798283.67100017,0.0,0.0,35865032.71317486,0.0,83933250.95544095,0.0,0.002384298641806375,45216929.26241264,0.0,45216929.26241264 
 06/11  18:00:00,127240816.1526532,0.0,0.0,44004270.89916226,0.0,83236545.25068206,0.0,0.00280889976979929,53081861.87078745,0.0,53081861.87078745 
 06/11  19:00:00,123751415.43099184,0.0,0.0,50003615.477566205,0.0,73747799.95074739,0.0,0.002678253268878392,50661882.60667213,0.0,50661882.60667213 
 06/11  20:00:00,122166980.21542777,0.0,0.0,50538588.87946201,0.0,71628391.33351626,0.0,0.002449621892266822,46426918.894470274,0.0,46426918.894470274 
 06/11  21:00:00,119875576.53624971,0.0,0.0,38769174.0377525,17377200.0,63729202.49650488,0.0,0.0019923591390436832,37956991.47006661,0.0,37956991.47006661 
 06/11  22:00:00,100701179.63286361,0.0,0.0,26999759.19604299,23169600.0,50531492.11641565,328.31867383554794,0.0017310661372018877,33125973.210406236,8940.268570312823,33117032.941835925 
 06/11  23:00:00,79612504.65987028,0.0,0.0,18440184.765708826,23169600.0,37863633.89063428,139086.0025799887,0.0009471871316765042,22453322.178893022,3856164.8217491377,18597157.35714389 
 06/11  24:00:00,66755833.52257448,0.0,0.0,14886432.881686116,23169600.0,28085665.774742994,614134.8658840841,0.00026129300184179436,22573136.63403661,16680870.413498243,5892266.220538369 
 06/12  01:00:00,64902246.592692904,0.0,0.0,14886432.881686116,23169600.0,25966257.157511864,879956.55336434,0.00013056026484918408,27124874.748189308,23655471.31877001,3469403.429419299 
 06/12  02:00:00,64101139.992454015,0.0,0.0,14886432.881686116,23169600.0,24906552.848896295,1138554.2618389453,0.00003264016104379435,32408736.234393936,30752374.63711112,1656361.5972828213 
 06/12  03:00:00,63790594.331133,0.0,0.0,14886432.881686116,23169600.0,24376700.694588512,1357860.7548257178,0.000032640177726112255,38463240.802975066,36806917.91204839,1656322.890926679 
 06/12  04:00:00,71439528.38974214,0.0,0.0,19471919.18365086,23169600.0,27266590.804478604,1531418.4014821213,0.0001305607951535669,45085555.727564745,41617382.7155568,3468173.0120079503 
 06/12  05:00:00,78212817.36925092,0.0,0.0,27381883.054540057,13515600.0,35695631.79579778,1619702.5180317697,0.0008812857746619672,61609996.194549255,44251542.78558559,17358453.408963673 
 06/12  06:00:00,83613674.65855548,0.0,0.0,29139652.803626556,0.0,53083565.932743855,1390455.9191169066,0.0030681801678699777,95615817.59554899,37794112.86858678,57821704.72696222 
 06/12  07:00:00,93894586.06045653,0.0,0.0,27343670.668690357,0.0,65388425.55466861,1162489.8338335766,0.003264021455181633,92654713.40370896,31209430.144491103,61445283.25921783 
 06/12  08:00:00,93840262.41188635,0.0,0.0,23919589.281910922,0.0,67967412.13473806,1953260.9921039604,0.003133460596974368,84821855.76920025,25792291.53265882,59029564.23654144 
 06/12  09:00:00,83147233.95820096,0.0,0.0,21894332.83187648,0.0,59827593.95937547,1425307.1642072492,0.00274177802235257,63317657.041849434,11535249.87333724,51782407.1685122 
 06/12  10:00:00,72246901.73680827,0.0,0.0,21894332.83187648,0.0,49327737.8284305,1024831.07402063,0.0024806563059380417,48169125.506718725,1218156.3835593099,46950969.123159416 
 06/12  11:00:00,72727876.17552684,0.0,0.0,21894332.83187648,0.0,49857589.98273835,975953.3589209742,0.0019910530876607953,37892022.788122855,0.0,37892022.788122855 
 06/12  12:00:00,71254786.79458793,0.0,0.0,21196991.736597914,0.0,49081841.69733915,975953.3589209742,0.0017299313712462645,33060584.742770042,0.0,33060584.742770042 
 06/12  13:00:00,70608467.55783875,0.0,0.0,21894332.83187648,0.0,47738181.365507215,975953.3589209742,0.001534090083935368,29437006.208755463,0.0,29437006.208755463 
 06/12  14:00:00,70078615.40333506,0.0,0.0,21894332.83187648,0.0,47208329.21119941,975953.3589209742,0.0013382487966244689,25813427.67474084,0.0,25813427.67474084 
 06/12  15:00:00,74992649.43537875,0.0,0.0,25218810.40080093,0.0,48797885.67412279,975953.3589209742,0.001534090083935368,29437006.20875546,0.0,29437006.20875546 
 06/12  16:00:00,101813921.62987524,0.0,0.0,34122296.30378249,0.0,66715671.965376586,975953.3589209742,0.0017952118003498974,34268444.25410826,0.0,34268444.25410826 
 06/12  17:00:00,119798283.67099859,0.0,0.0,35865032.71317486,0.0,83933250.95544095,0.0,0.002382735662282593,45139179.85615211,0.0,45139179.85615211 
 06/12  18:00:00,127240816.15265138,0.0,0.0,44004270.89916226,0.0,83236545.25068206,0.0,0.0028070584514562034,52990266.67985039,0.0,52990266.67985039 
 06/12  19:00:00,123751415.43099009,0.0,0.0,50003615.477566205,0.0,73747799.95074739,0.0,0.0026764975932489377,50574547.65717397,0.0,50574547.65717397 
 06/12  20:00:00,122166980.21542616,0.0,0.0,50538588.87946201,0.0,71628391.33351626,0.0,0.0024480160913862253,46347039.367490284,0.0,46347039.367490284 
 06/12  21:00:00,119875576.53624843,0.0,0.0,38769174.0377525,17377200.0,63729202.49650488,0.0,0.0019910530876607953,37892022.788122855,0.0,37892022.788122855 
 06/12  22:00:00,100700851.31418866,0.0,0.0,26999759.19604299,23169600.0,50531492.11641565,0.0,0.0017299313712462645,33060584.742770042,0.0,33060584.742770042 
 06/12  23:00:00,79473418.65728967,0.0,0.0,18440184.765708826,23169600.0,37863633.89063428,0.0,0.000946566222002673,18566270.606711626,0.0,18566270.606711626 
 06/12  24:00:00,66141698.65669022,0.0,0.0,14886432.881686116,23169600.0,28085665.774742994,0.0,0.0002611217164145305,5883745.737660501,0.0,5883745.737660501 
 06/13  01:00:00,64022290.03932848,0.0,0.0,14886432.881686116,23169600.0,25966257.157511864,0.0,0.00013047524674696353,3465170.0186225832,0.0,3465170.0186225832 
 06/13  02:00:00,62962585.73061507,0.0,0.0,14886432.881686116,23169600.0,24906552.848896295,0.0,0.000032618905559330374,1655305.473249881,0.0,1655305.473249881 
 06/13  03:00:00,62432733.57630727,0.0,0.0,14886432.881686116,23169600.0,24376700.694588512,0.0,0.000032618922082760364,1655267.1362118453,0.0,1655267.1362118453 
 06/13  04:00:00,69908109.98825993,0.0,0.0,19471919.18365086,23169600.0,27266590.804478604,0.0,0.00013047577181216874,3463951.7784028472,0.0,3463951.7784028472 
 06/13  05:00:00,76593114.85121854,0.0,0.0,27381883.054540057,13515600.0,35695631.79579778,0.0,0.0008807118637280629,17329967.939425196,0.0,17329967.939425196 
 06/13  06:00:00,82223218.73943657,0.0,0.0,29139652.803626556,0.0,53083565.932743855,0.0,0.003066182107138554,57722534.12269373,0.0,57722534.12269373 
 06/13  07:00:00,92732096.22662081,0.0,0.0,27343670.668690357,0.0,65388425.55466861,0.0,0.0032618958586588414,61339782.61637967,0.0,61339782.61637967 
 06/13  08:00:00,92862954.77870136,0.0,0.0,23919589.281910922,0.0,67967412.13473806,975953.3589209742,0.003131420024312487,58928283.61941681,0.0,58928283.61941681 
 06/13  09:00:00,82697880.1529129,0.0,0.0,21894332.83187648,0.0,59827593.95937547,975953.3589209742,0.002739992521273427,51693786.6285282,0.0,51693786.6285282 
 06/13  10:00:00,72198024.02170701,0.0,0.0,21894332.83187648,0.0,49327737.8284305,975953.3589209742,0.002479040852580719,46870788.634602405,0.0,46870788.634602405 
 06/13  11:00:00,72727876.17552556,0.0,0.0,21894332.83187648,0.0,49857589.98273835,975953.3589209742,0.0019897564737818923,37827667.39599157,0.0,37827667.39599157 
 06/13  12:00:00,71254786.79458682,0.0,0.0,21196991.736597914,0.0,49081841.69733915,975953.3589209742,0.0017288048050891865,33004669.402065847,0.0,33004669.402065847 
 06/13  13:00:00,70608467.55783777,0.0,0.0,21894332.83187648,0.0,47738181.365507215,975953.3589209742,0.0015330910535696555,29387420.90662153,0.0,29387420.90662153 
 06/13  14:00:00,70078615.40333419,0.0,0.0,21894332.83187648,0.0,47208329.21119941,975953.3589209742,0.0013373773020501252,25770172.41117721,0.0,25770172.41117721 
 06/13  15:00:00,74992649.43537775,0.0,0.0,25218810.40080093,0.0,48797885.67412279,975953.3589209742,0.0015330910535696555,29387420.90662153,0.0,29387420.90662153 
 06/13  16:00:00,101813921.62987411,0.0,0.0,34122296.30378249,0.0,66715671.965376586,975953.3589209742,0.0017940427222623617,34210418.90054726,0.0,34210418.90054726 
 06/13  17:00:00,119798283.67099701,0.0,0.0,35865032.71317486,0.0,83933250.95544095,0.0,0.002381183976820954,45062164.38688024,0.0,45062164.38688024 
 06/13  18:00:00,127240816.1526495,0.0,0.0,44004270.89916226,0.0,83236545.25068206,0.0,0.0028052304384466055,52899536.12700963,0.0,52899536.12700963 
 06/13  19:00:00,123751415.43098831,0.0,0.0,50003615.477566205,0.0,73747799.95074739,0.0,0.00267475460410025,50488037.1300467,0.0,50488037.1300467 
 06/13  20:00:00,122166980.21542458,0.0,0.0,50538588.87946201,0.0,71628391.33351626,0.0,0.002446421893994131,46267913.88536168,0.0,46267913.88536168 
 06/13  21:00:00,117944776.53624715,0.0,0.0,38769174.0377525,15446400.0,63729202.49650488,0.0,0.0019897564737818923,37827667.39599157,0.0,37827667.39599157 
 06/13  22:00:00,100700851.31418748,0.0,0.0,26999759.19604299,23169600.0,50531492.11641565,0.0,0.0017288048050891865,33004669.402065847,0.0,33004669.402065847 
 06/13  23:00:00,79473418.65728904,0.0,0.0,18440184.765708826,23169600.0,37863633.89063428,0.0,0.0009459497990110637,18535675.42028855,0.0,18535675.42028855 
 06/13  24:00:00,66141698.65669004,0.0,0.0,14886432.881686116,23169600.0,28085665.774742994,0.0,0.0002609516686927072,5875305.68623345,0.0,5875305.68623345 
 06/14  01:00:00,64022290.03932839,0.0,0.0,14886432.881686116,23169600.0,25966257.157511864,0.0,0.00013039087771631828,3460977.6796511537,0.0,3460977.6796511537 
 06/14  02:00:00,62962585.73061505,0.0,0.0,14886432.881686116,23169600.0,24906552.848896295,0.0,0.00003259781231664488,1654259.6776505432,0.0,1654259.6776505432 
 06/14  03:00:00,62432733.576307215,0.0,0.0,14886432.881686116,23169600.0,24376700.694588512,0.0,0.000032597828676317324,1654221.721209529,0.0,1654221.721209529 
 06/14  04:00:00,69908109.98825984,0.0,0.0,19471919.18365086,23169600.0,27266590.804478604,0.0,0.0001303913973928868,3459771.9627608643,0.0,3459771.9627608643 
 06/14  05:00:00,76593114.851218,0.0,0.0,27381883.054540057,13515600.0,35695631.79579778,0.0,0.0008801423328865703,17301762.346665293,0.0,17301762.346665293 
 06/14  06:00:00,82223218.7394346,0.0,0.0,29139652.803626556,0.0,53083565.932743855,0.0,0.0030641992955952406,57624337.95640661,0.0,57624337.95640661 
 06/14  07:00:00,92732096.2266187,0.0,0.0,27343670.668690357,0.0,65388425.55466861,0.0,0.003259786484676593,61235318.60969281,0.0,61235318.60969281 
 06/14  08:00:00,92862954.77869932,0.0,0.0,23919589.281910922,0.0,67967412.13473806,975953.3589209742,0.003129395025289528,58827998.172997385,0.0,58827998.172997385 
 06/14  09:00:00,82697880.15291113,0.0,0.0,21894332.83187648,0.0,59827593.95937547,975953.3589209742,0.00273822064712834,51606036.86291123,0.0,51606036.86291123 
 06/14  10:00:00,72198024.0217054,0.0,0.0,21894332.83187648,0.0,49327737.8284305,975953.3589209742,0.0024774377283542114,46791395.9895204,0.0,46791395.9895204 
 06/14  11:00:00,72727876.17552426,0.0,0.0,21894332.83187648,0.0,49857589.98273835,975953.3589209742,0.001988469755652722,37763944.35191263,0.0,37763944.35191263 
 06/14  12:00:00,71254786.79458569,0.0,0.0,21196991.736597914,0.0,49081841.69733915,975953.3589209742,0.001727686836878594,32949303.47852181,0.0,32949303.47852181 
 06/14  13:00:00,70608467.55783677,0.0,0.0,21894332.83187648,0.0,47738181.365507215,975953.3589209742,0.0015320996477979987,29338322.82347869,0.0,29338322.82347869 
 06/14  14:00:00,70078615.40333335,0.0,0.0,21894332.83187648,0.0,47208329.21119941,975953.3589209742,0.001336512458717403,25727342.168435592,0.0,25727342.168435592 
 06/14  15:00:00,74992649.43537675,0.0,0.0,25218810.40080093,0.0,48797885.67412279,975953.3589209742,0.0015320996477979987,29338322.82347869,0.0,29338322.82347869 
 06/14  16:00:00,101813921.62987298,0.0,0.0,34122296.30378249,0.0,66715671.965376586,975953.3589209742,0.001792882566572126,34152963.6968695,0.0,34152963.6968695 
 06/14  17:00:00,119798283.67099552,0.0,0.0,35865032.71317486,0.0,83933250.95544095,0.0,0.002379644133813913,44985905.66199883,0.0,44985905.66199883 
 06/14  18:00:00,127240816.15264769,0.0,0.0,44004270.89916226,0.0,83236545.25068206,0.0,0.0028034163768218706,52809697.08125889,0.0,52809697.08125889 
 06/14  19:00:00,123751415.43098657,0.0,0.0,50003615.477566205,0.0,73747799.95074739,0.0,0.002673024917434806,50402376.6445635,0.0,50402376.6445635 
 06/14  20:00:00,122166980.21542305,0.0,0.0,50538588.87946201,0.0,71628391.33351626,0.0,0.002444839863507444,46189565.88034654,0.0,46189565.88034654 
 06/14  21:00:00,117944776.53624588,0.0,0.0,38769174.0377525,15446400.0,63729202.49650488,0.0,0.001988469755652722,37763944.35191263,0.0,37763944.35191263 
 06/14  22:00:00,100700851.31418638,0.0,0.0,26999759.19604299,23169600.0,50531492.11641565,0.0,0.001727686836878594,32949303.47852181,0.0,32949303.47852181 
 06/14  23:00:00,79473418.65728843,0.0,0.0,18440184.765708826,23169600.0,37863633.89063428,0.0,0.0009453380805562119,18505380.85834937,0.0,18505380.85834937 
 06/14  24:00:00,66141698.65668986,0.0,0.0,14886432.881686116,23169600.0,28085665.774742994,0.0,0.00026078291877412756,5866948.565698505,0.0,5866948.565698505 
 06/15  01:00:00,64022290.03932831,0.0,0.0,14886432.881686116,23169600.0,25966257.157511864,0.0,0.00013030718775726178,3456827.654320144,0.0,3456827.654320144 
 06/15  02:00:00,62962585.730615,0.0,0.0,14886432.881686116,23169600.0,24906552.848896295,0.0,0.000032576888816079596,1653224.5201504747,0.0,1653224.5201504747 
 06/15  03:00:00,62432733.57630721,0.0,0.0,14886432.881686116,23169600.0,24376700.694588512,0.0,0.000032576905007175104,1653186.9554682225,0.0,1653186.9554682225 
 06/15  04:00:00,69908109.98825976,0.0,0.0,19471919.18365086,23169600.0,27266590.804478604,0.0,0.00013030770189750786,3455634.8027648972,0.0,3455634.8027648972 
 06/15  05:00:00,76593114.85121743,0.0,0.0,27381883.054540057,13515600.0,35695631.79579778,0.0,0.0008795773846502456,17273844.983417436,0.0,17273844.983417436 
 06/15  06:00:00,82223218.73943263,0.0,0.0,29139652.803626556,0.0,53083565.932743855,0.0,0.0030622324382844606,57527145.30796553,0.0,57527145.30796553 
 06/15  07:00:00,92035390.52185768,0.0,0.0,27343670.668690357,0.0,64691719.84990964,0.0,0.0032576940832821466,61131922.17518342,0.0,61131922.17518342 
 06/15  08:00:00,84120305.40325017,0.0,0.0,18898733.395905282,0.0,65221572.0042175,0.0,0.00312738631995086,58728737.595868416,0.0,58728737.595868416 
 06/15  09:00:00,73955230.7774622,0.0,0.0,16873476.945870843,0.0,57081753.82885495,0.0,0.0027364630299570036,51519183.85792335,0.0,51519183.85792335 
 06/15  10:00:00,63455374.64625666,0.0,0.0,16873476.945870843,0.0,46581897.69790998,0.0,0.0024758475032944315,46712814.69929328,0.0,46712814.69929328 
 06/15  11:00:00,63985226.80007584,0.0,0.0,16873476.945870843,0.0,47111749.85221782,0.0,0.001987193390802109,37700872.52686189,0.0,37700872.52686189 
 06/15  12:00:00,63455374.64550742,0.0,0.0,16873476.945870843,0.0,46581897.69790998,0.0,0.0017265778641395362,32894503.368231833,0.0,32894503.368231833 
 06/15  13:00:00,61865818.18238863,0.0,0.0,16873476.945870843,0.0,44992341.23498666,0.0,0.0015311162191426085,29289726.499259282,0.0,29289726.499259282 
 06/15  14:00:00,61335966.027885325,0.0,0.0,16873476.945870843,0.0,44462489.08067886,0.0,0.0013356545741456801,25684949.630286764,0.0,25684949.630286764 
 06/15  15:00:00,66250000.05992862,0.0,0.0,20197954.514795292,0.0,46052045.54360223,0.0,0.0015311162191426085,29289726.499259282,0.0,29289726.499259282 
 06/15  16:00:00,93071272.25442465,0.0,0.0,29101440.417776857,0.0,63969831.834856056,0.0,0.001791731745805179,34096095.65788935,0.0,34096095.65788935 
 06/15  17:00:00,119101577.96623498,0.0,0.0,35865032.71317486,0.0,83236545.25068206,0.0,0.002378116680795966,44910426.26480699,0.0,44910426.26480699 
 06/15  18:00:00,127240816.1526459,0.0,0.0,44004270.89916226,0.0,83236545.25068206,0.0,0.002801616911622645,52720776.14758086,0.0,52720776.14758086 
 06/15  19:00:00,123751415.4309849,0.0,0.0,50003615.477566205,0.0,73747799.95074739,0.0,0.0026713091482913603,50317591.5682658,0.0,50317591.5682658 
 06/15  20:00:00,122166980.21542148,0.0,0.0,50538588.87946201,0.0,71628391.33351626,0.0,0.002443270562461608,46112018.55446451,0.0,46112018.55446451 
 06/15  21:00:00,117944776.53624456,0.0,0.0,38769174.0377525,15446400.0,63729202.49650488,0.0,0.001987193390802109,37700872.52686189,0.0,37700872.52686189 
 06/15  22:00:00,100700851.3141853,0.0,0.0,26999759.19604299,23169600.0,50531492.11641565,0.0,0.0017265778641395362,32894503.368231833,0.0,32894503.368231833 
 06/15  23:00:00,79473418.65728784,0.0,0.0,18440184.765708826,23169600.0,37863633.89063428,0.0,0.0009447312841518222,18475395.89234166,0.0,18475395.89234166 
 06/15  24:00:00,66141698.656689696,0.0,0.0,14886432.881686116,23169600.0,28085665.774742994,0.0,0.00026061552666257175,5858676.850937753,0.0,5858676.850937753 
 06/16  01:00:00,64022290.03932825,0.0,0.0,14886432.881686116,23169600.0,25966257.157511864,0.0,0.00013022420680814908,3452721.171901962,0.0,3452721.171901962 
 06/16  02:00:00,62962585.73061499,0.0,0.0,14886432.881686116,23169600.0,24906552.848896295,0.0,0.00003255614254256727,1652200.3072667907,0.0,1652200.3072667907 
 06/16  03:00:00,62432733.5763072,0.0,0.0,14886432.881686116,23169600.0,24376700.694588512,0.0,0.00003255615856031812,1652163.145384629,0.0,1652163.145384629 
 06/16  04:00:00,69908109.9882597,0.0,0.0,19471919.18365086,23169600.0,27266590.804478604,0.0,0.00013022471526619715,3451541.5234711403,0.0,3451541.5234711403 
 06/16  05:00:00,76593114.8512169,0.0,0.0,27381883.054540057,13515600.0,35695631.79579778,0.0,0.0008790172211159517,17246224.11706158,0.0,17246224.11706158 
 06/16  06:00:00,82223218.73943067,0.0,0.0,29139652.803626556,0.0,53083565.932743855,0.0,0.0030602822388027104,57430984.96005269,0.0,57430984.96005269 
 06/16  07:00:00,92035390.5218556,0.0,0.0,27343670.668690357,0.0,64691719.84990964,0.0,0.0032556194029824113,61029623.93272626,0.0,61029623.93272626 
 06/16  08:00:00,84120305.40324818,0.0,0.0,18898733.395905282,0.0,65221572.0042175,0.0,0.003125394626863114,58630531.28310952,0.0,58630531.28310952 
 06/16  09:00:00,73955230.77746047,0.0,0.0,16873476.945870843,0.0,57081753.82885495,0.0,0.0027347202985052266,51433253.3342593,0.0,51433253.3342593 
 06/16  10:00:00,63455374.646255106,0.0,0.0,16873476.945870843,0.0,46581897.69790998,0.0,0.0024742707462666316,46635068.03502578,0.0,46635068.03502578 
 06/16  11:00:00,63985226.800074585,0.0,0.0,16873476.945870843,0.0,47111749.85221782,0.0,0.001985927835819271,37638470.59896305,0.0,37638470.59896305 
 06/16  12:00:00,63455374.645506285,0.0,0.0,16873476.945870843,0.0,46581897.69790998,0.0,0.001725478283580678,32840285.29972954,0.0,32840285.29972954 
 06/16  13:00:00,61865818.18238766,0.0,0.0,16873476.945870843,0.0,44992341.23498666,0.0,0.0015301411194017327,29241646.325304423,0.0,29241646.325304423 
 06/16  14:00:00,61335966.027884506,0.0,0.0,16873476.945870843,0.0,44462489.08067886,0.0,0.0013348039552227879,25643007.350879297,0.0,25643007.350879297 
