,Urban_DBT_C_2.6,Urban_DBT_C_13.9,Rural_DBT_C
2002-06-24 01:50:00,19.66,19.17,19.1
2002-06-24 02:00:00,19.28,18.99,19.2
2002-06-24 02:10:00,19.54,19.1,19.0
2002-06-24 02:20:00,19.4,18.94,19.0
2002-06-24 02:30:00,19.29,18.9,19.0
2002-06-24 02:40:00,20.03,18.92,18.9
2002-06-24 02:50:00,20.29,18.92,19.0
2002-06-24 03:00:00,20.3,19.24,18.9
2002-06-24 03:10:00,20.2,19.2,18.9
2002-06-24 03:20:00,20.0,19.38,18.9
2002-06-24 03:30:00,20.03,19.41,18.8
2002-06-24 03:40:00,20.06,19.55,18.8
2002-06-24 03:50:00,20.03,19.79,18.8
2002-06-24 04:00:00,19.94,19.83,18.9
2002-06-24 04:10:00,20.11,19.9,18.9
2002-06-24 04:20:00,20.08,19.98,18.9
2002-06-24 04:30:00,20.34,20.0,18.9
2002-06-24 04:40:00,20.55,20.23,18.9
2002-06-24 04:50:00,20.54,20.24,18.9
2002-06-24 05:00:00,20.65,20.37,19.0
2002-06-24 05:10:00,20.66,20.29,19.0
2002-06-24 05:20:00,20.6,20.42,19.1
2002-06-24 05:30:00,20.84,20.59,19.2
2002-06-24 05:40:00,20.89,20.67,19.3
2002-06-24 05:50:00,20.83,20.63,19.4
2002-06-24 06:00:00,21.1,20.95,19.3
2002-06-24 06:10:00,20.96,20.94,19.4
2002-06-24 06:20:00,20.79,20.63,19.6
2002-06-24 06:30:00,20.92,20.77,19.7
2002-06-24 06:40:00,20.73,20.69,19.8
2002-06-24 06:50:00,20.52,20.39,19.6
2002-06-24 07:00:00,20.53,20.44,19.6
2002-06-24 07:10:00,20.56,20.35,19.5
2002-06-24 07:20:00,20.47,20.39,19.5
2002-06-24 07:30:00,20.64,20.59,19.6
2002-06-24 07:40:00,20.73,20.5,19.7
2002-06-24 07:50:00,20.73,20.55,19.6
2002-06-24 08:00:00,20.66,20.46,19.6
2002-06-24 08:10:00,20.57,20.29,19.6
2002-06-24 08:20:00,20.55,20.21,19.6
2002-06-24 08:30:00,20.36,20.09,19.6
2002-06-24 08:40:00,20.53,20.16,19.6
2002-06-24 08:50:00,20.3,20.04,19.6
2002-06-24 09:00:00,20.45,20.38,19.5
2002-06-24 09:10:00,20.31,20.12,19.6
2002-06-24 09:20:00,20.39,20.07,19.6
2002-06-24 09:30:00,20.27,19.96,19.6
2002-06-24 09:40:00,19.8,19.64,19.7
2002-06-24 09:50:00,19.68,19.55,19.4
2002-06-24 10:00:00,19.61,19.41,19.1
2002-06-24 10:10:00,19.39,19.21,18.8
2002-06-24 10:20:00,19.48,19.3,18.5
2002-06-24 10:30:00,19.38,19.24,18.5
2002-06-24 10:40:00,19.13,19.12,18.7
2002-06-24 10:50:00,18.97,19.17,18.8
2002-06-24 11:00:00,19.19,18.9,19.2
2002-06-24 11:10:00,19.07,18.86,18.9
2002-06-24 11:20:00,19.09,18.89,18.7
2002-06-24 11:30:00,19.24,19.0,18.7
2002-06-24 11:40:00,19.43,19.31,18.7
2002-06-24 11:50:00,19.57,19.37,18.8
2002-06-24 12:00:00,19.64,19.31,18.9
2002-06-24 12:10:00,19.48,19.41,19.1
2002-06-24 12:20:00,19.95,19.66,19.2
2002-06-24 12:30:00,20.03,19.71,19.1
2002-06-24 12:40:00,19.98,19.79,19.2
2002-06-24 12:50:00,20.22,19.97,19.4
2002-06-24 13:00:00,20.39,20.15,19.5
2002-06-24 13:10:00,20.41,20.23,19.6
2002-06-24 13:20:00,20.33,19.93,19.7
2002-06-24 13:30:00,20.07,19.67,20.0
2002-06-24 13:40:00,20.03,19.66,19.9
2002-06-24 13:50:00,19.88,19.58,19.6
2002-06-24 14:00:00,20.16,19.88,19.4
2002-06-24 14:10:00,20.52,20.2,19.4
2002-06-24 14:20:00,20.4,20.04,19.6
2002-06-24 14:30:00,20.1,19.7,20.0
2002-06-24 14:40:00,19.95,19.63,20.1
2002-06-24 14:50:00,20.06,19.75,20.0
2002-06-24 15:00:00,19.99,19.61,19.6
2002-06-24 15:10:00,20.34,20.08,19.5
2002-06-24 15:20:00,20.18,19.79,19.4
2002-06-24 15:30:00,20.37,19.92,19.5
2002-06-24 15:40:00,20.67,20.04,19.5
2002-06-24 15:50:00,20.89,20.57,19.6
2002-06-24 16:00:00,21.27,20.87,19.9
2002-06-24 16:10:00,21.23,20.76,20.1
2002-06-24 16:20:00,21.52,21.25,20.3
2002-06-24 16:30:00,21.29,20.9,20.3
2002-06-24 16:40:00,21.63,21.27,20.3
2002-06-24 16:50:00,21.56,21.08,20.4
2002-06-24 17:00:00,21.46,20.98,20.5
2002-06-24 17:10:00,21.68,21.42,20.4
2002-06-24 17:20:00,21.5,21.05,20.2
2002-06-24 17:30:00,21.6,21.46,20.1
2002-06-24 17:40:00,21.56,21.4,20.1
2002-06-24 17:50:00,21.37,20.97,20.2
2002-06-24 18:00:00,21.53,21.17,20.2
2002-06-24 18:10:00,21.63,21.32,20.4
2002-06-24 18:20:00,21.68,21.28,20.5
2002-06-24 18:30:00,22.15,21.56,20.5
2002-06-24 18:40:00,22.05,21.5,20.6
2002-06-24 18:50:00,21.99,21.41,20.7
2002-06-24 19:00:00,21.77,21.29,20.6
2002-06-24 19:10:00,21.92,21.4,20.4
2002-06-24 19:20:00,21.99,21.59,20.4
2002-06-24 19:30:00,21.85,21.27,20.4
2002-06-24 19:40:00,21.87,21.55,20.4
2002-06-24 19:50:00,21.7,21.45,20.2
2002-06-24 20:00:00,21.61,21.29,20.0
2002-06-24 20:10:00,21.76,21.24,19.9
2002-06-24 20:20:00,21.65,21.12,19.8
2002-06-24 20:30:00,21.4,21.04,19.4
2002-06-24 20:40:00,21.58,21.18,19.2
2002-06-24 20:50:00,21.53,21.02,19.0
2002-06-24 21:00:00,21.44,21.13,18.8
2002-06-24 21:10:00,21.36,21.03,18.8
2002-06-24 21:20:00,21.56,21.28,18.6
2002-06-24 21:30:00,21.75,21.26,18.5
2002-06-24 21:40:00,21.17,20.88,18.4
2002-06-24 21:50:00,21.24,20.78,18.3
2002-06-24 22:00:00,21.07,20.72,18.2
2002-06-24 22:10:00,20.81,20.59,18.1
2002-06-24 22:20:00,20.74,20.43,18.0
2002-06-24 22:30:00,20.42,20.0,18.0
2002-06-24 22:40:00,20.62,20.3,17.8
2002-06-24 22:50:00,20.7,20.38,17.6
2002-06-24 23:00:00,20.61,20.18,17.4
2002-06-24 23:10:00,20.55,20.23,17.5
2002-06-24 23:20:00,20.71,20.24,17.6
2002-06-24 23:30:00,20.29,20.13,17.6
2002-06-24 23:40:00,20.54,20.11,17.6
2002-06-24 23:50:00,20.45,19.96,17.6
2002-06-25 00:00:00,20.13,19.7,17.6
2002-06-25 00:10:00,20.19,19.89,17.7
2002-06-25 00:20:00,20.02,19.64,17.8
2002-06-25 00:30:00,20.18,19.9,17.8
2002-06-25 00:40:00,20.06,19.72,17.6
2002-06-25 00:50:00,19.76,19.51,17.6
2002-06-25 01:00:00,19.75,19.39,17.6
2002-06-25 01:10:00,19.5,19.18,17.6
2002-06-25 01:20:00,18.99,18.79,17.6
2002-06-25 01:30:00,18.68,18.45,17.7
2002-06-25 01:40:00,18.68,18.41,17.6
2002-06-25 01:50:00,18.72,18.38,17.6
2002-06-25 02:00:00,18.3,17.95,17.7
2002-06-25 02:10:00,17.81,17.52,17.7
2002-06-25 02:20:00,17.55,17.26,17.7
2002-06-25 02:30:00,17.22,16.92,17.6
2002-06-25 02:40:00,17.45,17.18,17.5
2002-06-25 02:50:00,17.38,17.11,17.2
2002-06-25 03:00:00,17.6,17.27,16.9
2002-06-25 03:10:00,17.57,17.47,16.7
2002-06-25 03:20:00,17.65,17.36,16.6
2002-06-25 03:30:00,17.38,17.07,16.5
2002-06-25 03:40:00,17.27,16.99,16.4
2002-06-25 03:50:00,16.86,16.57,16.3
2002-06-25 04:00:00,17.08,16.79,16.2
2002-06-25 04:10:00,16.32,16.04,16.1
2002-06-25 04:20:00,16.32,16.15,16.0
2002-06-25 04:30:00,16.39,16.04,15.9
2002-06-25 04:40:00,16.31,15.96,15.8
2002-06-25 04:50:00,16.28,15.9,15.7
2002-06-25 05:00:00,16.1,15.86,15.6
2002-06-25 05:10:00,16.03,15.77,15.5
2002-06-25 05:20:00,15.72,15.4,15.2
2002-06-25 05:30:00,15.74,15.38,15.2
2002-06-25 05:40:00,15.55,15.16,15.2
2002-06-25 05:50:00,15.6,15.23,15.1
2002-06-25 06:00:00,15.64,15.28,15.1
2002-06-25 06:10:00,16.04,15.58,15.4
2002-06-25 06:20:00,15.62,15.36,15.7
2002-06-25 06:30:00,15.99,15.64,15.7
2002-06-25 06:40:00,16.21,15.9,15.9
2002-06-25 06:50:00,16.35,16.01,16.1
2002-06-25 07:00:00,16.32,15.84,16.2
2002-06-25 07:10:00,16.3,15.73,16.3
2002-06-25 07:20:00,16.67,16.19,16.3
2002-06-25 07:30:00,16.75,16.37,16.3
2002-06-25 07:40:00,16.77,16.26,16.7
2002-06-25 07:50:00,17.28,16.56,17.0
2002-06-25 08:00:00,16.84,16.26,17.2
2002-06-25 08:10:00,17.23,16.48,17.5
2002-06-25 08:20:00,17.66,17.28,17.6
2002-06-25 08:30:00,18.15,17.48,17.9
2002-06-25 08:40:00,18.52,17.85,18.2
2002-06-25 08:50:00,18.47,17.89,18.5
2002-06-25 09:00:00,18.5,17.96,18.9
2002-06-25 09:10:00,18.7,18.3,19.2
2002-06-25 09:20:00,19.54,18.9,19.4
2002-06-25 09:30:00,19.44,19.04,19.7
2002-06-25 09:40:00,19.95,19.13,19.8
2002-06-25 09:50:00,21.12,20.03,20.0
2002-06-25 10:00:00,20.91,20.01,20.2
2002-06-25 10:10:00,20.74,20.26,20.4
2002-06-25 10:20:00,21.23,20.66,20.7
2002-06-25 10:30:00,21.48,20.75,20.9
2002-06-25 10:40:00,21.35,20.91,21.3
2002-06-25 10:50:00,21.87,21.24,21.5
2002-06-25 11:00:00,22.43,21.64,21.5
2002-06-25 11:10:00,22.48,21.73,21.6
2002-06-25 11:20:00,22.53,21.81,21.9
2002-06-25 11:30:00,23.32,22.35,22.0
2002-06-25 11:40:00,22.96,22.45,22.1
2002-06-25 11:50:00,23.48,22.76,22.6
2002-06-25 12:00:00,23.4,22.69,22.7
2002-06-25 12:10:00,23.12,22.76,22.8
2002-06-25 12:20:00,23.77,23.24,23.1
2002-06-25 12:30:00,23.58,23.22,23.2
2002-06-25 12:40:00,24.3,23.66,23.3
2002-06-25 12:50:00,24.11,23.67,23.4
2002-06-25 13:00:00,24.63,23.92,23.5
2002-06-25 13:10:00,24.79,24.36,23.7
2002-06-25 13:20:00,25.44,24.47,23.9
2002-06-25 13:30:00,24.93,24.38,24.0
2002-06-25 13:40:00,24.81,24.27,24.4
2002-06-25 13:50:00,25.04,24.41,24.3
2002-06-25 14:00:00,25.0,24.4,24.6
2002-06-25 14:10:00,25.07,24.59,24.5
2002-06-25 14:20:00,24.82,24.38,24.9
2002-06-25 14:30:00,25.88,24.88,25.0
2002-06-25 14:40:00,25.8,25.13,24.8
2002-06-25 14:50:00,25.83,25.08,24.8
2002-06-25 15:00:00,25.12,24.72,24.8
2002-06-25 15:10:00,25.55,24.94,25.0
2002-06-25 15:20:00,26.23,25.34,25.0
2002-06-25 15:30:00,26.01,25.3,25.2
2002-06-25 15:40:00,25.4,24.8,25.5
2002-06-25 15:50:00,25.53,24.99,25.2
2002-06-25 16:00:00,25.85,25.19,24.9
2002-06-25 16:10:00,25.61,25.01,24.8
2002-06-25 16:20:00,25.87,25.34,24.8
2002-06-25 16:30:00,25.87,25.44,24.8
2002-06-25 16:40:00,25.48,25.09,24.6
2002-06-25 16:50:00,25.59,25.08,24.4
2002-06-25 17:00:00,25.59,25.09,24.5
2002-06-25 17:10:00,25.65,25.23,24.2
2002-06-25 17:20:00,25.27,24.93,24.4
2002-06-25 17:30:00,25.17,24.86,24.4
2002-06-25 17:40:00,25.03,24.75,23.8
2002-06-25 17:50:00,25.2,24.87,24.1
2002-06-25 18:00:00,25.03,24.66,24.2
2002-06-25 18:10:00,24.94,24.59,24.0
2002-06-25 18:20:00,25.16,24.66,23.7
2002-06-25 18:30:00,24.66,24.41,23.7
2002-06-25 18:40:00,24.52,24.23,23.7
2002-06-25 18:50:00,24.44,24.21,23.4
2002-06-25 19:00:00,24.38,24.08,23.3
2002-06-25 19:10:00,23.99,23.81,23.3
2002-06-25 19:20:00,23.89,23.66,23.2
2002-06-25 19:30:00,23.85,23.53,22.9
2002-06-25 19:40:00,23.69,23.36,22.8
2002-06-25 19:50:00,23.35,23.12,22.2
2002-06-25 20:00:00,23.16,22.94,21.7
2002-06-25 20:10:00,22.98,22.75,21.3
2002-06-25 20:20:00,22.85,22.66,21.2
2002-06-25 20:30:00,22.68,22.51,20.5
2002-06-25 20:40:00,22.59,22.37,19.7
2002-06-25 20:50:00,22.62,22.37,18.5
2002-06-25 21:00:00,22.38,22.17,18.0
2002-06-25 21:10:00,22.54,22.13,17.7
2002-06-25 21:20:00,22.4,22.01,17.5
2002-06-25 21:30:00,22.22,21.78,17.6
2002-06-25 21:40:00,22.08,21.7,17.4
2002-06-25 21:50:00,22.12,21.92,17.4
2002-06-25 22:00:00,22.04,21.71,17.2
2002-06-25 22:10:00,21.59,21.33,17.3
2002-06-25 22:20:00,21.46,21.43,17.1
2002-06-25 22:30:00,21.5,21.46,16.5
2002-06-25 22:40:00,21.35,21.04,16.1
2002-06-25 22:50:00,21.22,20.76,15.5
2002-06-25 23:00:00,20.69,20.33,15.4
2002-06-25 23:10:00,20.71,20.36,15.5
2002-06-25 23:20:00,20.64,20.27,15.1
2002-06-25 23:30:00,20.4,19.98,15.1
2002-06-25 23:40:00,20.42,20.02,14.7
2002-06-25 23:50:00,20.01,19.78,14.4
2002-06-26 00:00:00,19.91,19.61,14.1
2002-06-26 00:10:00,19.49,19.23,13.9
2002-06-26 00:20:00,19.34,19.05,14.0
2002-06-26 00:30:00,19.29,19.23,13.9
2002-06-26 00:40:00,19.18,19.03,13.7
2002-06-26 00:50:00,19.15,18.94,13.5
2002-06-26 01:00:00,18.85,18.62,13.3
2002-06-26 01:10:00,18.52,18.24,13.2
2002-06-26 01:20:00,18.72,18.46,13.3
2002-06-26 01:30:00,18.94,18.44,13.2
2002-06-26 01:40:00,18.53,18.1,13.2
2002-06-26 01:50:00,18.34,17.83,13.0
2002-06-26 02:00:00,18.16,17.75,13.0
2002-06-26 02:10:00,18.07,17.7,13.0
2002-06-26 02:20:00,17.97,17.61,13.0
2002-06-26 02:30:00,17.68,17.16,12.9
2002-06-26 02:40:00,17.5,17.12,12.9
2002-06-26 02:50:00,17.54,17.13,12.9
2002-06-26 03:00:00,17.57,17.14,13.1
2002-06-26 03:10:00,17.33,16.96,13.1
2002-06-26 03:20:00,17.05,16.74,13.0
2002-06-26 03:30:00,17.2,16.9,12.8
2002-06-26 03:40:00,16.87,16.62,12.7
2002-06-26 03:50:00,16.93,16.64,12.4
2002-06-26 04:00:00,16.69,16.41,12.2
2002-06-26 04:10:00,16.59,16.22,12.0
2002-06-26 04:20:00,16.42,16.1,11.9
2002-06-26 04:30:00,16.28,15.76,11.9
2002-06-26 04:40:00,16.22,15.83,12.0
2002-06-26 04:50:00,16.42,15.99,12.0
2002-06-26 05:00:00,16.36,15.96,12.1
2002-06-26 05:10:00,15.78,15.66,12.4
2002-06-26 05:20:00,16.25,15.86,12.7
2002-06-26 05:30:00,16.22,15.98,13.1
2002-06-26 05:40:00,15.85,15.65,13.5
2002-06-26 05:50:00,15.91,15.83,13.9
2002-06-26 06:00:00,16.29,16.03,14.2
2002-06-26 06:10:00,17.08,16.51,14.5
2002-06-26 06:20:00,17.11,16.49,14.7
2002-06-26 06:30:00,16.28,16.0,15.1
2002-06-26 06:40:00,17.61,17.03,15.4
2002-06-26 06:50:00,17.26,16.76,15.8
2002-06-26 07:00:00,17.37,17.06,16.4
2002-06-26 07:10:00,17.42,17.1,16.7
2002-06-26 07:20:00,17.95,17.46,17.1
2002-06-26 07:30:00,17.65,17.22,17.5
2002-06-26 07:40:00,18.79,18.25,18.3
2002-06-26 07:50:00,19.01,18.27,18.8
2002-06-26 08:00:00,18.99,18.54,19.0
2002-06-26 08:10:00,19.84,19.26,19.7
2002-06-26 08:20:00,19.93,19.8,20.0
2002-06-26 08:30:00,20.02,19.72,20.3
2002-06-26 08:40:00,20.28,20.21,20.9
2002-06-26 08:50:00,21.26,20.59,20.9
2002-06-26 09:00:00,21.21,20.64,21.1
2002-06-26 09:10:00,21.51,20.94,21.6
2002-06-26 09:20:00,21.19,20.92,22.0
2002-06-26 09:30:00,21.66,21.31,22.0
2002-06-26 09:40:00,21.63,21.51,22.4
2002-06-26 09:50:00,22.72,21.84,22.0
2002-06-26 10:00:00,22.59,21.91,22.1
2002-06-26 10:10:00,22.79,22.31,22.5
2002-06-26 10:20:00,22.34,22.24,22.8
2002-06-26 10:30:00,22.91,22.51,22.9
2002-06-26 10:40:00,23.0,22.88,23.2
2002-06-26 10:50:00,23.01,22.85,23.6
2002-06-26 11:00:00,24.5,23.55,23.6
2002-06-26 11:10:00,24.46,23.61,23.8
2002-06-26 11:20:00,23.79,23.39,24.6
2002-06-26 11:30:00,24.27,23.77,24.3
2002-06-26 11:40:00,24.77,24.18,24.5
2002-06-26 11:50:00,25.5,24.65,24.8
2002-06-26 12:00:00,25.78,25.19,24.6
2002-06-26 12:10:00,24.95,24.69,24.5
2002-06-26 12:20:00,25.36,24.89,24.7
2002-06-26 12:30:00,25.85,25.01,25.0
2002-06-26 12:40:00,26.41,25.59,25.3
2002-06-26 12:50:00,26.09,25.49,25.0
2002-06-26 13:00:00,26.36,25.26,25.2
2002-06-26 13:10:00,26.51,25.55,25.6
2002-06-26 13:20:00,25.71,25.36,25.5
2002-06-26 13:30:00,26.33,25.36,25.3
2002-06-26 13:40:00,26.95,25.9,25.5
2002-06-26 13:50:00,26.32,25.74,25.7
2002-06-26 14:00:00,26.76,25.66,25.7
2002-06-26 14:10:00,26.39,25.9,25.9
2002-06-26 14:20:00,26.91,26.1,26.2
2002-06-26 14:30:00,26.51,26.0,26.0
2002-06-26 14:40:00,27.27,26.13,26.3
2002-06-26 14:50:00,27.33,26.5,26.3
2002-06-26 15:00:00,26.89,26.47,26.3
2002-06-26 15:10:00,26.98,26.31,26.5
2002-06-26 15:20:00,27.07,26.51,26.6
2002-06-26 15:30:00,27.9,26.78,26.9
2002-06-26 15:40:00,27.86,26.92,26.9
2002-06-26 15:50:00,27.73,27.24,26.8
2002-06-26 16:00:00,27.78,27.28,27.3
2002-06-26 16:10:00,27.78,27.29,27.3
2002-06-26 16:20:00,27.86,27.3,27.2
2002-06-26 16:30:00,27.54,26.96,27.2
2002-06-26 16:40:00,27.63,27.3,27.2
2002-06-26 16:50:00,27.41,26.91,27.0
2002-06-26 17:00:00,27.65,27.26,26.9
2002-06-26 17:10:00,27.28,26.79,26.9
2002-06-26 17:20:00,27.42,27.1,26.7
2002-06-26 17:30:00,27.55,27.07,26.7
2002-06-26 17:40:00,27.49,27.01,26.7
2002-06-26 17:50:00,27.18,26.82,26.8
2002-06-26 18:00:00,27.07,26.63,26.5
2002-06-26 18:10:00,27.09,26.71,26.9
2002-06-26 18:20:00,26.76,26.45,26.7
2002-06-26 18:30:00,26.79,26.44,26.5
2002-06-26 18:40:00,26.62,26.24,26.2
2002-06-26 18:50:00,26.62,26.11,25.9
2002-06-26 19:00:00,26.37,26.18,25.6
2002-06-26 19:10:00,26.45,26.17,25.5
2002-06-26 19:20:00,26.49,26.22,24.9
2002-06-26 19:30:00,26.66,26.17,24.2
2002-06-26 19:40:00,26.55,26.11,23.4
2002-06-26 19:50:00,26.25,25.96,22.9
2002-06-26 20:00:00,26.13,25.77,22.3
2002-06-26 20:10:00,26.2,25.65,21.7
2002-06-26 20:20:00,26.09,25.39,21.0
2002-06-26 20:30:00,25.9,25.32,19.9
2002-06-26 20:40:00,25.64,25.16,19.4
2002-06-26 20:50:00,25.37,24.92,18.8
2002-06-26 21:00:00,25.1,24.7,18.3
2002-06-26 21:10:00,24.72,24.34,18.1
2002-06-26 21:20:00,24.01,23.83,17.5
2002-06-26 21:30:00,23.97,23.41,17.3
2002-06-26 21:40:00,23.82,23.15,17.7
2002-06-26 21:50:00,23.48,22.97,17.3
2002-06-26 22:00:00,23.01,22.72,17.2
2002-06-26 22:10:00,22.44,22.26,16.7
2002-06-26 22:20:00,22.01,21.74,16.0
2002-06-26 22:30:00,21.45,21.23,15.9
2002-06-26 22:40:00,21.47,21.42,15.9
2002-06-26 22:50:00,21.48,21.28,15.8
2002-06-26 23:00:00,21.17,21.05,16.0
2002-06-26 23:10:00,21.33,20.97,15.8
2002-06-26 23:20:00,20.87,20.67,15.5
2002-06-26 23:30:00,20.77,20.52,15.3
2002-06-26 23:40:00,20.67,20.33,15.4
2002-06-26 23:50:00,19.95,19.77,15.3
2002-06-27 00:00:00,19.87,19.73,15.2
2002-06-27 00:10:00,19.66,19.51,15.2
2002-06-27 00:20:00,19.48,19.3,15.1
2002-06-27 00:30:00,19.21,18.93,15.1
2002-06-27 00:40:00,19.13,18.73,15.0
2002-06-27 00:50:00,18.95,18.67,14.8
2002-06-27 01:00:00,18.76,18.53,14.9
2002-06-27 01:10:00,18.55,18.31,14.8
2002-06-27 01:20:00,18.46,18.28,14.8
2002-06-27 01:30:00,18.35,18.17,14.9
2002-06-27 01:40:00,18.03,17.75,15.0
2002-06-27 01:50:00,17.95,17.77,14.9
2002-06-27 02:00:00,17.8,17.66,15.0
2002-06-27 02:10:00,17.74,17.53,14.8
2002-06-27 02:20:00,17.63,17.32,14.8
2002-06-27 02:30:00,17.46,17.3,14.8
2002-06-27 02:40:00,17.32,17.13,14.8
2002-06-27 02:50:00,17.08,16.89,14.8
2002-06-27 03:00:00,17.08,16.79,15.1
2002-06-27 03:10:00,17.18,16.98,15.1
2002-06-27 03:20:00,17.07,16.89,15.0
2002-06-27 03:30:00,17.03,16.89,14.8
2002-06-27 03:40:00,17.06,16.98,14.8
2002-06-27 03:50:00,16.97,16.78,14.7
2002-06-27 04:00:00,16.92,16.65,14.5
2002-06-27 04:10:00,16.69,16.47,14.6
2002-06-27 04:20:00,16.57,16.41,14.6
2002-06-27 04:30:00,16.46,16.27,14.6
2002-06-27 04:40:00,16.47,16.2,14.5
2002-06-27 04:50:00,16.39,16.26,14.3
2002-06-27 05:00:00,16.29,15.98,14.3
2002-06-27 05:10:00,16.35,16.01,14.4
2002-06-27 05:20:00,16.42,16.26,14.5
2002-06-27 05:30:00,16.39,16.25,14.7
2002-06-27 05:40:00,16.35,16.03,14.9
2002-06-27 05:50:00,16.37,16.15,15.1
2002-06-27 06:00:00,16.56,16.36,15.3
2002-06-27 06:10:00,16.74,16.42,15.4
2002-06-27 06:20:00,16.86,16.67,15.5
2002-06-27 06:30:00,17.2,16.73,15.8
2002-06-27 06:40:00,17.36,16.98,16.1
2002-06-27 06:50:00,17.57,17.37,16.4
2002-06-27 07:00:00,18.03,17.73,16.9
2002-06-27 07:10:00,18.91,18.5,17.5
2002-06-27 07:20:00,18.97,18.59,17.8
2002-06-27 07:30:00,19.0,18.6,18.0
2002-06-27 07:40:00,19.7,19.22,18.3
2002-06-27 07:50:00,20.24,19.73,18.8
2002-06-27 08:00:00,20.6,20.07,19.3
2002-06-27 08:10:00,20.84,20.34,19.8
2002-06-27 08:20:00,21.85,21.36,20.0
2002-06-27 08:30:00,22.05,21.29,20.4
2002-06-27 08:40:00,22.02,21.46,21.2
2002-06-27 08:50:00,22.56,22.19,21.8
2002-06-27 09:00:00,22.83,22.46,22.7
2002-06-27 09:10:00,23.72,22.96,23.8
2002-06-27 09:20:00,23.71,22.82,24.7
2002-06-27 09:30:00,24.37,23.83,23.8
2002-06-27 09:40:00,24.79,23.98,23.9
2002-06-27 09:50:00,25.32,24.42,24.5
2002-06-27 10:00:00,24.91,24.06,24.9
2002-06-27 10:10:00,25.54,24.83,24.8
2002-06-27 10:20:00,26.17,25.19,25.0
2002-06-27 10:30:00,26.07,25.56,25.1
2002-06-27 10:40:00,26.3,25.71,25.5
2002-06-27 10:50:00,26.58,25.66,25.6
2002-06-27 11:00:00,27.01,26.07,25.6
2002-06-27 11:10:00,26.86,26.17,25.7
2002-06-27 11:20:00,27.17,26.21,25.9
2002-06-27 11:30:00,26.78,26.04,25.7
2002-06-27 11:40:00,26.66,26.16,25.7
2002-06-27 11:50:00,26.69,26.28,25.6
2002-06-27 12:00:00,26.68,26.13,25.8
2002-06-27 12:10:00,26.64,26.32,25.8
2002-06-27 12:20:00,27.06,26.54,25.6
2002-06-27 12:30:00,26.65,26.2,25.2
2002-06-27 12:40:00,26.25,25.83,24.8
2002-06-27 12:50:00,26.05,25.55,25.3
2002-06-27 13:00:00,25.96,25.74,25.9
2002-06-27 13:10:00,26.23,25.77,25.3
2002-06-27 13:20:00,25.85,25.42,25.1
2002-06-27 13:30:00,25.96,25.29,24.5
2002-06-27 13:40:00,25.99,25.39,25.4
2002-06-27 13:50:00,26.11,25.5,25.6
2002-06-27 14:00:00,26.58,25.78,26.1
2002-06-27 14:10:00,25.81,25.35,25.0
2002-06-27 14:20:00,25.72,25.07,24.4
2002-06-27 14:30:00,25.55,24.82,24.7
2002-06-27 14:40:00,25.2,24.58,24.6
2002-06-27 14:50:00,25.74,25.12,24.7
2002-06-27 15:00:00,25.57,25.06,24.6
2002-06-27 15:10:00,25.63,25.02,23.8
2002-06-27 15:20:00,25.91,25.19,24.2
2002-06-27 15:30:00,25.6,25.03,24.2
2002-06-27 15:40:00,25.57,24.98,23.9
2002-06-27 15:50:00,25.36,24.71,23.8
2002-06-27 16:00:00,25.18,24.53,23.7
2002-06-27 16:10:00,25.33,24.62,23.7
2002-06-27 16:20:00,25.08,24.46,23.6
2002-06-27 16:30:00,25.04,24.48,23.6
2002-06-27 16:40:00,24.61,24.04,23.7
2002-06-27 16:50:00,24.64,24.06,23.6
2002-06-27 17:00:00,24.44,23.83,23.4
2002-06-27 17:10:00,24.78,24.25,23.0
2002-06-27 17:20:00,24.26,23.92,22.7
2002-06-27 17:30:00,24.41,23.98,22.4
2002-06-27 17:40:00,24.54,23.99,22.3
2002-06-27 17:50:00,24.16,23.72,22.2
2002-06-27 18:00:00,24.04,23.82,22.2
2002-06-27 18:10:00,24.38,23.97,22.1
2002-06-27 18:20:00,24.24,23.74,22.4
2002-06-27 18:30:00,24.17,23.7,22.5
2002-06-27 18:40:00,24.25,23.84,22.3
2002-06-27 18:50:00,24.17,23.7,22.0
2002-06-27 19:00:00,24.07,23.53,22.0
2002-06-27 19:10:00,23.84,23.31,22.0
2002-06-27 19:20:00,23.71,23.15,22.1
2002-06-27 19:30:00,23.43,22.92,21.9
2002-06-27 19:40:00,23.17,22.68,21.7
2002-06-27 19:50:00,23.0,22.57,21.5
2002-06-27 20:00:00,22.72,22.22,21.3
2002-06-27 20:10:00,22.49,22.23,21.3
2002-06-27 20:20:00,22.2,21.82,20.5
2002-06-27 20:30:00,22.07,21.6,20.0
2002-06-27 20:40:00,21.82,21.44,20.6
2002-06-27 20:50:00,21.91,21.56,20.0
2002-06-27 21:00:00,21.59,21.31,19.3
2002-06-27 21:10:00,21.51,21.21,18.8
2002-06-27 21:20:00,21.48,21.34,18.9
2002-06-27 21:30:00,21.46,21.11,19.3
2002-06-27 21:40:00,21.34,20.93,18.7
2002-06-27 21:50:00,21.26,20.85,18.3
2002-06-27 22:00:00,21.21,21.03,18.1
2002-06-27 22:10:00,21.32,21.11,17.9
2002-06-27 22:20:00,21.22,20.99,17.7
2002-06-27 22:30:00,21.19,20.89,17.6
2002-06-27 22:40:00,20.94,20.69,17.5
