last_time_in_seconds,curr_sim_time_in_seconds,coordination.ep_accumulated_waste_heat
27900.0,27900.0,892520.0746872601
28200.0,28200.0,887224.526231284
28500.0,28500.0,881817.5047314079
28800.0,28800.0,876265.8805759583
29100.000000000004,29100.000000000004,893108.9080285251
29399.999999999996,29399.999999999996,897765.33148061
29700.0,29700.0,892584.8232684459
30000.000000000004,30000.000000000004,887291.4772243802
30299.999999999996,30299.999999999996,881931.6818132342
30600.0,30600.0,876472.4946974185
30900.000000000004,30900.000000000004,870403.6860224651
31199.999999999996,31199.999999999996,864096.5258530732
31500.0,31500.0,857723.9460015907
31800.000000000004,31800.000000000004,851237.4204795319
32099.999999999996,32099.999999999996,844673.6067910908
32400.0,32400.0,838010.2867135294
32700.000000000004,32700.000000000004,821617.9134693935
33000.0,33000.0,817077.0798936188
33300.0,33300.0,806307.6044820914
33600.0,33600.0,795518.3590998431
33900.0,33900.0,784723.8584475268
34200.0,34200.0,773891.5770229659
34500.0,34500.0,762260.5455862267
34800.0,34800.0,750550.5053912941
35100.0,35100.0,738846.0195624377
35400.0,35400.0,726970.4454128451
35700.0,35700.0,715184.3394720634
36000.0,36000.0,703278.8133140086
36300.0,36300.0,685224.4457497583
36600.0,36600.0,682687.7836558113
36900.0,36900.0,668601.9066318665
37200.0,37200.0,654753.7576622821
37500.0,37500.0,642411.41446249
37800.0,37800.0,630086.8649403759
38100.0,38100.0,615482.7306127674
38400.0,38400.0,600602.613491477
38700.0,38700.0,585828.450802681
39000.0,39000.0,570871.9966098759
39300.0,39300.0,556090.8747893441
39600.0,39600.0,541331.9939387145
39900.0,39900.0,519649.3495207763
40200.0,40200.0,500290.74273486977
40500.0,40500.0,476458.94342669565
40800.0,40800.0,452458.8736655571
41100.0,41100.0,428334.77117284626
41400.0,41400.0,403771.37277675595
41700.0,41700.0,383044.5384272526
42000.0,42000.0,362430.8515854799
42300.0,42300.0,341623.12112162303
42600.0,42600.0,319880.1578054383
42900.0,42900.0,297984.15036508883
43200.0,43200.0,276658.27758458914
43500.0,43500.0,264848.5744952024
43800.0,43800.0,250150.72500304558
44100.0,44100.0,232497.258287706
44400.0,44400.0,214343.4086563359
44700.0,44700.0,195761.97190406988
45000.0,45000.0,176694.38576124294
45300.0,45300.0,158503.7795856049
45600.0,45600.0,140155.7336123737
45900.0,45900.0,121639.28009227745
46200.0,46200.0,102918.89214226825
46500.0,46500.0,84057.2302690691
46800.0,46800.0,65025.634406834695
47100.0,47100.0,58628.93770891027
47400.0,47400.0,52933.986769688105
47700.0,47700.0,45041.695141008124
48000.0,48000.0,37007.5919492847
48300.0,48300.0,30535.06733348592
48600.0,48600.0,25220.50351048835
48900.0,48900.0,20561.081003136118
49200.0,49200.0,16484.30131083448
49500.0,49500.0,42965.21183168638
49800.0,49800.0,79099.76950778684
50100.0,50100.0,101981.75641100314
50400.0,50400.0,123988.58309569208
50700.0,50700.0,173393.10326601216
51000.0,51000.0,224142.79995562427
51300.0,51300.0,254844.5411666554
51600.0,51600.0,284652.2878720555
51900.0,51900.0,314600.95433908445
52200.0,52200.0,344529.35103405686
52500.0,52500.0,363653.35077204846
52800.0,52800.0,380908.7568957524
53100.0,53100.0,397038.5542938562
53400.0,53400.0,412006.7402797633
53700.0,53700.0,426132.04753395746
54000.0,54000.0,439311.5147796469
54300.0,54300.0,324098.20612548897
54600.0,54600.0,321206.00490989786
54900.0,54900.0,313820.52936349646
55200.0,55200.0,306049.04103579995
55500.0,55500.0,297545.4747028722
55800.0,55800.0,287797.7442437166
56100.0,56100.0,277822.67646707484
56400.0,56400.0,256132.24339316075
56700.0,56700.0,240074.99669259394
57000.0,57000.0,226804.68211357642
57300.0,57300.0,210608.96048686877
57600.0,57600.0,192950.24840533859
57899.99999999999,57899.99999999999,350972.5681801114
58200.00000000001,58200.00000000001,370507.93618485297
58500.0,58500.0,364538.46684290795
58799.99999999999,58799.99999999999,357203.92463418865
59100.00000000001,59100.00000000001,348854.67359648936
59400.0,59400.0,340220.74681207654
59699.99999999999,59699.99999999999,328362.4900393756
60000.00000000001,60000.00000000001,306365.7541651609
60300.0,60300.0,290280.2721507118
60599.99999999999,60599.99999999999,275793.6317938121
60900.00000000001,60900.00000000001,260247.46427429063
61200.0,61200.0,370778.79109241546
61499.99999999999,61499.99999999999,469534.2283420756
61800.00000000001,61800.00000000001,475806.20441721927
62100.0,62100.0,461879.1290386551
62399.99999999999,62399.99999999999,441240.2039838383
62700.00000000001,62700.00000000001,431202.2599034876
63000.0,63000.0,411321.1653929315
63299.99999999999,63299.99999999999,408031.10658068396
63600.00000000001,63600.00000000001,409001.41625390534
63900.0,63900.0,412828.4508053996
64199.99999999999,64199.99999999999,411395.6642891747
64500.00000000001,64500.00000000001,413712.6798136839
64800.0,64800.0,417191.3615556054
65099.99999999999,65099.99999999999,394646.1728689626
65400.00000000001,65400.00000000001,398114.0765616673
65700.0,65700.0,404997.1656648773
66000.0,66000.0,423925.1630054249
66300.0,66300.0,437181.85062654543
66600.0,66600.0,444982.265231121
66900.0,66900.0,440742.8614531817
67200.0,67200.0,441710.1213627641
67500.0,67500.0,422248.73811691045
67800.0,67800.0,416096.26570267323
68100.0,68100.0,410643.43617846846
68400.0,68400.0,404978.7631011398
68700.0,68700.0,377389.05042461643
69000.0,69000.0,359422.1025961441
69300.0,69300.0,349901.7534743759
69600.0,69600.0,347528.7157716298
69900.0,69900.0,344074.21528210014
70200.0,70200.0,341070.7964435847
70500.0,70500.0,340694.1309779302
70800.0,70800.0,340437.53254415095
71100.0,71100.0,339929.0660794817
71400.0,71400.0,338891.03631279117
71700.0,71700.0,337655.2070424584
72000.0,72000.0,336220.71873409895
72300.0,72300.0,316688.1903729807
72600.0,72600.0,297217.12256833795
72900.0,72900.0,297530.16328196554
73200.0,73200.0,296521.91200351814
73500.0,73500.0,298609.56605043367
73800.0,73800.0,303707.3860013028
74100.0,74100.0,308478.21615239466
74400.0,74400.0,313145.3213611299
74700.0,74700.0,317522.734429243
75000.0,75000.0,322459.31975651346
75300.0,75300.0,330328.03001344024
75600.0,75600.0,341345.6868686011
75900.0,75900.0,395919.3799551764
76200.0,76200.0,418429.82168169954
76500.0,76500.0,431830.029106774
76800.0,76800.0,444753.48266204714
77100.0,77100.0,457392.83243799815
77400.0,77400.0,469740.340609474
77700.0,77700.0,481868.38535114005
78000.0,78000.0,493772.825539427
78300.0,78300.0,505487.18229215255
78600.0,78600.0,517030.78876087425
78900.0,78900.0,528419.5294203754
79200.0,79200.0,539639.590241585
79500.0,79500.0,589796.5775562235
79800.0,79800.0,617849.9912363011
80100.0,80100.0,630421.6020586668
80400.0,80400.0,642600.9136870508
80700.0,80700.0,654558.8580285572
81000.0,81000.0,666292.2059134843
81300.0,81300.0,677831.1638697558
81600.0,81600.0,689122.810521312
81900.0,81900.0,700280.6751170252
82200.0,82200.0,711255.8583519498
82500.0,82500.0,722093.6104259008
82800.0,82800.0,734172.1194565461
83100.0,83100.0,780054.1895508388
83400.0,83400.0,803117.3385629453
83700.0,83700.0,810655.7189610354
84000.0,84000.0,817850.0740041519
84300.0,84300.0,824840.3528841897
84600.0,84600.0,831582.7784443237
84900.0,84900.0,838899.8760620916
85200.0,85200.0,847108.7596016481
85500.0,85500.0,854305.9071872643
85800.0,85800.0,861568.8210922075
86100.0,86100.0,918202.3363245508
86400.0,86400.0,927951.0912789828
86700.0,86700.0,949551.4401081463
87000.0,87000.0,962279.8732683802
87300.0,87300.0,971832.2093191927
87600.0,87600.0,980807.6978141996
87900.0,87900.0,989920.9742234948
88200.0,88200.0,998513.6952751477
88500.0,88500.0,1007276.8441885691
88800.0,88800.0,1015551.0602644712
89100.0,89100.0,1024011.5791305779
89400.0,89400.0,1031999.7074487365
89700.0,89700.0,1040175.1431862575
90000.0,90000.0,1047895.0376921068
90300.0,90300.0,1064012.14346399
90600.0,90600.0,1076642.9557002536
90900.0,90900.0,1086657.1785185304
91200.0,91200.0,1096573.458062348
91500.0,91500.0,1106382.2427172626
91800.0,91800.0,1116130.3516581357
92100.0,92100.0,1125772.8880851797
92400.0,92400.0,1135351.0530530168
92700.0,92700.0,1144861.5101851083
93000.0,93000.0,1154325.6452835146
93300.0,93300.0,1163743.2796713628
93600.0,93600.0,1173956.104162559
93900.0,93900.0,1191009.5242563542
94200.0,94200.0,1203640.3582039902
94500.0,94500.0,1216145.6681093457
94800.0,94800.0,1228551.6862336402
95100.0,95100.0,1240860.9154458856
95400.0,95400.0,1253166.5685823483
95700.0,95700.0,1265413.7316183902
96000.0,96000.0,1279674.4363923226
96300.0,96300.0,1294173.4804927078
96600.0,96600.0,1308040.8162980434
96900.0,96900.0,1321867.5963308415
97200.0,97200.0,1335668.531286565
97500.0,97500.0,1337998.546377304
97800.0,97800.0,1345195.6540487024
98100.0,98100.0,1355989.9592897012
98400.0,98400.0,1367357.8382668116
98700.0,98700.0,1378374.8746361712
99000.0,99000.0,1389888.2502965517
99300.0,99300.0,1401001.678011586
99600.0,99600.0,1412592.1664492597
99900.0,99900.0,1347864.4425946553
100200.0,100200.0,1356343.2038526477
100500.0,100500.0,1365329.0041908931
100800.0,100800.0,1374668.1470522836
101100.0,101100.0,1348286.844892664
101400.0,101400.0,1330002.3893149146
101700.0,101700.0,1337529.7604428371
102000.0,102000.0,1345487.9486287646
102300.0,102300.0,1353686.053472863
102600.0,102600.0,1362101.585720045
102900.0,102900.0,1370658.7126507624
103200.0,103200.0,1377213.4646843895
103500.0,103500.0,1384944.3650150604
103800.0,103800.0,1392742.9834824998
104100.0,104100.0,1400563.2163941348
104400.0,104400.0,1408415.1414277665
104700.0,104700.0,1365633.2395769535
105000.0,105000.0,1297310.5585485864
105300.0,105300.0,1299232.6042491188
105600.0,105600.0,1301313.5590148412
105900.0,105900.0,1303463.983559534
106200.0,106200.0,1305679.0229325385
106500.0,106500.0,1307201.6277954774
106800.0,106800.0,1308728.0615863586
107100.0,107100.0,1310255.8683282097
107400.0,107400.0,1311730.665929729
107700.0,107700.0,1313195.3704500336
108000.0,108000.0,1314576.1239715866
108300.0,108300.0,1306303.3574659645
108600.0,108600.0,1296331.9246119137
108900.0,108900.0,1292555.9458364707
109200.0,109200.0,1288703.0471750894
109500.0,109500.0,1284812.5662787575
109800.0,109800.0,1280872.9475042487
110100.0,110100.0,1276518.1365765533
110400.0,110400.0,1268983.2097043754
110700.0,110700.0,1263930.6094067907
111000.0,111000.0,1258777.083149211
111300.0,111300.0,1253791.6836545998
111600.0,111600.0,1248731.9540961199
